mes,prec,ETP,P - ETP,ARM,Neg,Alt,Etr,Def,Exc
1,237.34222222222226,111.82131520318005,125.52090701904221,100.0,0.0,0.0,111.82131520318005,0.0,125.52090701904221
2,176.7837622008549,106.98854171001133,69.79522049084358,100.0,0.0,0.0,106.98854171001133,0.0,69.79522049084358
3,151.41672961038265,115.32827349758347,36.08845611279918,100.0,0.0,0.0,115.32827349758347,0.0,36.08845611279918
4,103.92041127119752,91.57942056344396,12.340990707753562,100.0,0.0,0.0,91.57942056344396,0.0,12.340990707753562
5,96.17754054957223,57.66048905398094,38.51705149559129,100.0,0.0,0.0,57.66048905398094,0.0,38.51705149559129
6,70.39976617682436,48.298882859966085,22.100883316858273,100.0,0.0,0.0,48.298882859966085,0.0,22.100883316858273
7,67.93896637224005,48.907574340126175,19.03139203211387,100.0,0.0,0.0,48.907574340126175,0.0,19.03139203211387
8,33.143165013949165,64.11679026722018,-30.973625253271017,73.36404265139129,-30.973625253271017,-26.635957348608713,59.77912236255788,4.337667904662304,0.0
9,115.25647588461997,79.95125798174291,35.30521790287706,100.0,0.0,26.635957348608713,79.95125798174291,0.0,8.669260554268348
10,136.3276735323768,112.17524330953962,24.152430222837168,100.0,0.0,0.0,112.17524330953962,0.0,24.152430222837168
11,169.92026129778296,118.09995348363768,51.82030781414528,100.0,0.0,0.0,118.09995348363768,0.0,51.82030781414528
12,93.2963351143601,83.68739682565692,9.608938288703186,100.0,0.0,0.0,83.68739682565692,0.0,9.608938288703186
