mes,prec,ETP,P - ETP,ARM,Neg,Alt,Etr,Def,Exc
1,246.65999999999997,110.34034134032973,136.31965865967024,100.0,0.0,0.0,110.34034134032973,0.0,136.31965865967024
2,190.6468038697197,107.11362002449724,83.53318384522245,100.0,0.0,0.0,107.11362002449724,0.0,83.53318384522245
3,184.7113835843058,105.73400442814874,78.97737915615706,100.0,0.0,0.0,105.73400442814874,0.0,78.97737915615706
4,78.13695954191432,83.80973963282815,-5.672780090913832,94.48512220102084,-5.672780090913832,-5.514877798979157,83.65183734089348,0.15790229193467553,0.0
5,65.88454236292809,58.333870174105485,7.5506721888226025,100.0,0.0,5.514877798979157,58.333870174105485,0.0,2.0357943898434456
6,67.48900577778645,47.86316699056735,19.625838787219095,100.0,0.0,0.0,47.86316699056735,0.0,19.625838787219095
7,57.17699281828956,49.05358320222975,8.12340961605981,100.0,0.0,0.0,49.05358320222975,0.0,8.12340961605981
8,34.351712812964756,59.95965506902108,-25.607942256056326,77.40804868964045,-25.607942256056326,-22.591951310359548,56.943664123324304,3.015990945696778,0.0
9,70.45120528799232,70.22847757921167,0.22272770878065273,77.6307763984211,-25.320623435269162,0.22272770878065273,70.22847757921167,0.0,0.0
10,109.97890518384139,89.36023694104736,20.61866824279403,98.24944464121513,-1.7660587761412427,20.61866824279403,89.36023694104736,0.0,0.0
11,143.04372068027567,97.20330517721962,45.84041550305605,100.0,0.0,1.7505553587848652,97.20330517721962,0.0,44.089860144271185
12,113.99283262232358,76.0208439883317,37.97198863399187,100.0,0.0,0.0,76.0208439883317,0.0,37.97198863399187
