mes,prec,ETP,P - ETP,ARM,Neg,Alt,Etr,Def,Exc
1,289.6596078431373,120.1260842116258,169.53352363151149,100.0,0.0,23.370398597277273,120.1260842116258,0.0,146.1631250342342
2,195.51368473145632,115.1783222505795,80.33536248087682,100.0,0.0,0.0,115.1783222505795,0.0,80.33536248087682
3,145.3213020738483,119.08566915274004,26.235632921108262,100.0,0.0,0.0,119.08566915274004,0.0,26.235632921108262
4,47.055334332042825,93.22351829861964,-46.16818396657681,63.022281995086395,-46.16818396657681,-36.977718004913605,84.03305233695643,9.190465961663207,0.0
5,58.2330004709055,62.296996556381,-4.063996085475502,60.51240500765829,-50.232180052052314,-2.5098769874281075,60.74287745833361,1.5541190980473942,0.0
6,29.44163386510232,52.592092399709855,-23.150458534607534,48.00685437160641,-73.38263858665985,-12.505550636051879,41.9471845011542,10.644907898555658,0.0
7,21.517127286773828,56.29511401425661,-34.777986727482784,33.90504871171668,-108.16062531414264,-14.101805659889727,35.618932946663556,20.676181067593056,0.0
8,18.067602613481988,74.91194190803088,-56.844339294548895,19.204037433097074,-165.00496460869152,-14.701011278619607,32.7686138921016,42.143328015929285,0.0
9,58.24405523157065,97.18801151139778,-38.94395627982713,13.00951453542388,-203.94892088851864,-6.194522897673194,64.43857812924384,32.74943338215394,0.0
10,105.81778645647769,123.6642042900514,-17.84641783357371,10.883161723161047,-221.79533872209237,-2.1263528122628337,107.94413926874053,15.720065021310873,0.0
11,175.01741499430364,122.78867650913733,52.2287384851663,63.11190020832735,-46.026084138036346,52.2287384851663,122.78867650913733,0.0,0.0
12,100.64120471641121,87.12350352201582,13.517701194395386,76.62960140272273,-26.618674260194116,13.517701194395379,87.12350352201582,0.0,0.0
