mes,prec,ETP,P - ETP,ARM,Neg,Alt,Etr,Def,Exc
1,250.80470588235298,131.55417727540882,119.25052860694416,100.0,0.0,96.54523664044945,131.55417727540882,0.0,22.705291966494713
2,184.21123884963515,127.03189973334457,57.17933911629058,100.0,0.0,0.0,127.03189973334457,0.0,57.17933911629058
3,177.8186618621377,132.3776922795337,45.440969582604,100.0,0.0,0.0,132.3776922795337,0.0,45.440969582604
4,62.03183844454159,109.95480871810501,-47.92297027356342,61.92602225872296,-47.92297027356342,-38.07397774127704,100.10581618581864,9.848992532286374,0.0
5,76.92368422246888,71.97323659154422,4.950447630924657,66.87646988964761,-40.2323001355188,4.95044763092465,71.97323659154422,0.0,0.0
6,29.135359516849302,62.79309471689348,-33.65773520004417,47.763886081148506,-73.89003533556297,-19.112583808499103,48.2479433253484,14.545151391545076,0.0
7,19.91349150932327,68.83875528984804,-48.92526378052477,29.28329435320788,-122.81529911608774,-18.480591727940627,38.3940832372639,30.44467205258414,0.0
8,16.266880409742317,92.43595622600793,-76.16907581626562,13.671678586696626,-198.98437493235338,-15.611615766511253,31.87849617625357,60.55746004975436,0.0
9,52.2155745210565,113.49684563683664,-61.281271115780136,7.40765352233336,-260.26564604813353,-6.264025064363265,58.47959958541977,55.01724605141687,0.0
10,70.48511823927387,141.62478599380523,-71.13966775453136,3.636846819901966,-331.40531380266486,-3.7708067024313943,74.25592494170527,67.36886105209996,0.0
11,135.36109089261723,137.25968474644222,-1.8985938538249911,3.568449220585627,-333.30390765648986,-0.06839759931633926,135.42948849193357,1.8301962545086496,0.0
12,94.11246309138441,97.3501777633706,-3.2377146719861827,3.4547633595505554,-336.541622328476,-0.1136858610350715,94.22614895241948,3.124028810951117,0.0
