mes,prec,ETP,P - ETP,ARM,Neg,Alt,Etr,Def,Exc
1,198.366,93.18132126832819,105.18467873167182,100.0,0.0,0.0,93.18132126832819,0.0,105.18467873167182
2,153.5430815505668,99.0412215774497,54.50185997311709,100.0,0.0,0.0,99.0412215774497,0.0,54.50185997311709
3,114.42981725871479,103.73134906751432,10.698468191200476,100.0,0.0,0.0,103.73134906751432,0.0,10.698468191200476
4,69.41197589664333,83.71112457787707,-14.299148681233746,86.67614477669436,-14.299148681233746,-13.323855223305642,82.73583111994897,0.9752934579281032,0.0
5,72.09866095647499,57.758613096448684,14.340047860026303,100.0,0.0,13.323855223305642,57.758613096448684,0.0,1.0161926367206604
6,94.78083348368848,46.84172992481296,47.93910355887552,100.0,0.0,0.0,46.84172992481296,0.0,47.93910355887552
7,64.30444930256894,52.41985359163301,11.884595710935933,100.0,0.0,0.0,52.41985359163301,0.0,11.884595710935933
8,43.146381469192484,64.11173697182714,-20.965355502634658,81.08651174583746,-20.965355502634658,-18.913488254162544,62.05986972335503,2.0518672484721137,0.0
9,106.681914327505,74.93309094767133,31.748823379833667,100.0,0.0,18.913488254162544,74.93309094767133,0.0,12.835335125671122
10,110.51025624501958,93.45433417846866,17.05592206655092,100.0,0.0,0.0,93.45433417846866,0.0,17.05592206655092
11,125.49224979638265,93.03556875606216,32.45668104032049,100.0,0.0,0.0,93.03556875606216,0.0,32.45668104032049
12,90.51364937990658,74.49301194393746,16.02063743596912,100.0,0.0,0.0,74.49301194393746,0.0,16.02063743596912
