mes,prec,ETP,P - ETP,ARM,Neg,Alt,Etr,Def,Exc
1,281.94248366013073,109.5050731813636,172.43741047876713,100.0,0.0,0.0,109.5050731813636,0.0,172.43741047876713
2,168.47051075167056,106.20363364973922,62.26687710193134,100.0,0.0,0.0,106.20363364973922,0.0,62.26687710193134
3,136.15518305696867,107.48463709586926,28.670545961099407,100.0,0.0,0.0,107.48463709586926,0.0,28.670545961099407
4,84.61965393169626,82.92304070551371,1.6966132261825493,100.0,0.0,0.0,82.92304070551371,0.0,1.6966132261825493
5,95.61986145537234,54.04736407455334,41.572497380819,100.0,0.0,0.0,54.04736407455334,0.0,41.572497380819
6,67.33454873497237,45.194982127496814,22.139566607475558,100.0,0.0,0.0,45.194982127496814,0.0,22.139566607475558
7,62.50762472102811,48.042815054661645,14.464809666366463,100.0,0.0,0.0,48.042815054661645,0.0,14.464809666366463
8,46.61087607384761,61.35295819426844,-14.742082120420832,86.29307614350108,-14.742082120420832,-13.706923856498918,60.317799930346524,1.0351582639219146,0.0
9,94.84123726146002,71.92662349200997,22.914613769450057,100.0,0.0,13.706923856498918,71.92662349200997,0.0,9.207689912951139
10,135.71992698364107,95.58818714192543,40.13173984171564,100.0,0.0,0.0,95.58818714192543,0.0,40.13173984171564
11,133.48451363030887,100.87138083400342,32.61313279630545,100.0,0.0,0.0,100.87138083400342,0.0,32.61313279630545
12,93.71758834322227,78.78045761647266,14.937130726749615,100.0,0.0,0.0,78.78045761647266,0.0,14.937130726749615
