mes,prec,ETP,P - ETP,ARM,Neg,Alt,Etr,Def,Exc
1,175.18500000000003,31.576083364270396,143.60891663572963,100.0,0.0,95.29097398109148,31.576083364270396,0.0,48.317942654638145
2,226.58802734375,59.055134136954145,167.53289320679588,100.0,0.0,0.0,59.055134136954145,0.0,167.53289320679588
3,341.5502273095786,112.71705710377464,228.83317020580395,100.0,0.0,0.0,112.71705710377464,0.0,228.83317020580395
4,14.075096576140956,100.97228750304606,-86.89719092690511,41.9382490937758,-86.89719092690511,-58.0617509062242,72.13684748236516,28.835440020680906,0.0
5,94.09450241924816,65.72095220843386,28.3735502108143,70.3117993045901,-35.22305590848372,28.373550210814294,65.72095220843386,0.0,0.0
6,196.9894421789457,51.61549751398637,145.3739446649593,100.0,0.0,29.688200695409904,51.61549751398637,0.0,115.6857439695494
7,2.4677038682282855,57.31410651420171,-54.84640264597343,57.78366709461159,-54.84640264597343,-42.21633290538841,44.6840367736167,12.630069740585014,0.0
8,69.45960206878729,69.06639628075649,0.393205788030798,58.176872882642385,-54.16822833748062,0.393205788030798,69.06639628075649,0.0,0.0
9,7.86299795207725,90.11021661795124,-82.24721866587399,25.559669931670783,-136.41544700335461,-32.6172029509716,40.48020090304885,49.630015714902385,0.0
10,23.947500815950708,97.24092005193944,-73.29341923598874,12.281345972511655,-209.70886623934337,-13.278323959159128,37.225824775109835,60.015095276829605,0.0
11,23.175000789629717,97.94271176550336,-74.76771097587364,5.814788499883061,-284.476577215217,-6.466557472628594,29.64155826225831,68.30115350324505,0.0
12,23.302500263209907,44.394831986435705,-21.092331723225797,4.709026018908517,-305.5689089384428,-1.105762480974544,24.40826274418445,19.986569242251253,0.0
