,Data,ETP,Esc,Apport,Kc,Evs,Hum,Dr,Vrad,StRurMax,Hr,Epc,Etr,Etm,Eps,StRur,StRuSurf,StRu,TP,EtrEtm,fase,tmin,tmed,tmax,prec,irrigacao,ano,mes
1992-12-21,,4.030709095832313,0,7.473529411764706,0.4,1.0543268042289609,7.473529411764706,0,0,0,0,0,1.0543268042289609,2.8214963670826188,2.8214963670826188,0,6.419202607535745,6.419202607535745,0,37.36764705882353,1,17.874999999999996,23.081249999999997,28.287499999999998,7.473529411764706,0,1992,12
1992-12-22,,3.9922372751652673,0,4.010588235294118,0.4181818181818182,1.457336992122296,10.429790842829863,0,52.14895421414932,1.0429790842829862,1.0,1.6694810423418391,1.0429790842829862,1.6694810423418391,0.0,0.0,9.386811758546877,9.386811758546877,1.6080451094967538,62.47325113796819,1,17.745833333333334,22.335416666666664,26.924999999999994,4.010588235294118,0,1992,12
1992-12-23,,3.9537654544982224,0,3.553529411764706,0.4363636363636364,1.7907075861009663,12.940341170311584,0,59.48681043014299,2.232715292885846,1.0,1.72527947105377,1.7907075861009663,2.7676358181487557,0.0,0.4420077067848798,11.149633584210617,11.149633584210617,1.6635408189959666,64.70170585155792,1,17.433333333333334,22.545833333333334,27.65833333333333,3.553529411764706,0,1992,12
1992-12-24,,3.915293633831177,0,4.761176470588237,0.4545454545454546,2.1803422660827865,15.910810054798855,0,68.39047380956505,3.600524769077147,1.0,1.779678924468717,2.1803422660827865,2.7407055436818237,0.0,1.4201825029943604,13.73046778871607,13.73046778871607,1.7178618311200906,79.55405027399429,1,17.854166666666664,22.892916666666665,27.813043478260873,4.761176470588237,0,1992,12
1992-12-25,,3.876821813164131,0,4.714117647058823,0.4727272727272727,2.502722990326354,18.444585435774894,0,74.22030333348873,5.084930835746921,1.0,1.8326794025866802,2.502722990326354,2.7137752692148918,0.0,2.5822078454205672,15.941862445448539,15.941862445448539,1.7710113751367302,92.22292717887446,1,18.0375,23.05,28.0625,4.714117647058823,0,1992,12
1992-12-26,,3.8383499924970863,0,3.971764705882353,0.4909090909090909,2.6752414719415247,19.913627151330893,0,74.14348157791986,6.567800467305318,1.0,1.8842809054076606,2.6752414719415247,2.6868449947479602,0.0,3.8925589953637934,17.238385679389367,17.238385679389367,1.8229926803134942,99.56813575665447,1,18.25,23.029166666666665,27.808333333333334,3.971764705882353,0,1992,12
1992-12-27,,3.7998781718300405,0,4.044117647058823,0.509090909090909,2.6599147202810283,20.0,1.2825033264481895,67.16099766347341,7.911020420574786,1.0,1.9344834329316567,2.6599147202810283,2.6599147202810283,0.0,5.251105700293758,17.34008527971897,17.34008527971897,1.873808975917982,99.99999999999999,1,17.85,22.910416666666666,27.970833333333335,4.044117647058823,0,1992,12
1992-12-28,,3.7614063511629956,0,9.405882352941175,0.5272727272727272,2.6329844458140967,20.0,6.745967632660147,60.44489789712607,9.119918378517308,1.0,1.9832869851586703,2.6329844458140967,2.6329844458140967,0.0,6.486933932703211,17.367015554185905,17.367015554185905,1.9234634912177984,100.0,1,17.570833333333336,22.59375,27.61666666666666,9.405882352941175,0,1992,12
1992-12-29,,3.7229345304959502,0,1.9435294117647057,0.5454545454545454,2.51621631297513,20.0,0,54.400408107413455,10.207926540665577,0.9324588562326744,2.0306915620887,2.51621631297513,2.606054171347165,0.6894550340493915,7.002255193641055,16.794328652975484,16.794328652975484,1.946756720298569,96.55272482975306,1,17.883333333333336,22.941666666666663,28.000000000000004,1.9435294117647057,0,1992,12
1992-12-30,,3.6844627098289044,0,2.111176470588235,0.5636363636363636,2.4379820023387433,20.0,0,48.96036729667212,11.18713388659902,0.9021648540608446,2.076697163721746,2.4379820023387433,2.579123896880233,1.0944948764362863,7.65465700782399,16.467523121224975,16.467523121224975,1.9830528193333714,94.5275256178186,1,18.241666666666664,23.20833333333334,28.175000000000008,2.111176470588235,0,1992,12
1992-12-31,,3.6459908891618595,0,4.175882352941176,0.6,2.5521936224133017,20.0,0.6434054741661512,44.0643305670049,12.068420497939117,1.0,2.1875945334971156,2.5521936224133017,2.5521936224133017,0.0,9.516226875525815,17.447806377586698,17.447806377586698,2.130035168214194,100.0,2,18.287500000000005,22.76458333333333,27.241666666666674,4.175882352941176,0,1992,12
1993-01-01,,3.607519068494814,0,6.934117647058824,0.62,2.5252633479463698,20.0,4.381924024645521,39.65789751030441,12.861578448145206,1.0,2.2366618224667847,2.5252633479463698,2.5252633479463698,0.0,10.336315100198837,17.47473665205363,17.47473665205363,2.180879279213213,100.0,2,18.254166666666666,22.760416666666668,27.266666666666666,6.934117647058824,0,1993,1
