mes,prec,ETP,P - ETP,ARM,Neg,Alt,Etr,Def,Exc
1,263.0827777777778,121.77158309529653,141.31119468248124,100.0,0.0,0.0,121.77158309529653,0.0,141.31119468248124
2,150.79777777777775,113.25920576035571,37.53857201742204,100.0,0.0,0.0,113.25920576035571,0.0,37.53857201742204
3,158.11598039215684,104.97638185663858,53.13959853551826,100.0,0.0,0.0,104.97638185663858,0.0,53.13959853551826
4,69.03222222222222,81.09086625657764,-12.058644034355424,88.64004632731485,-12.058644034355424,-11.359953672685151,80.39217589490737,0.6986903616702733,0.0
5,46.61888888888888,55.08552068773071,-8.466631798841824,81.4441433534975,-20.52527583319725,-7.195902973817354,53.81479186270624,1.2707288250244702,0.0
6,28.546666666666663,43.912073742147385,-15.365407075480721,69.84394225589836,-35.890682908677974,-11.60020109759914,40.14686776426581,3.7652059778815783,0.0
7,39.09333333333334,44.83940734338404,-5.746074010050698,65.9437836901785,-41.63675691872867,-3.900158565719849,42.99349189905319,1.8459154443308492,0.0
8,26.98055555555555,55.73696605181488,-28.75641049625933,49.46367252872527,-70.393167414988,-16.480111161453237,43.46066671700879,12.27629933480609,0.0
9,58.85274509803921,71.13130834556247,-12.278563247523266,43.74830544478998,-82.67173066251127,-5.715367083935291,64.5681121819745,6.563196163587975,0.0
10,98.19764705882355,94.27926320875609,3.918383850067457,47.666689294857434,-74.09373696791177,3.918383850067457,94.27926320875609,0.0,0.0
11,155.04411764705884,100.83174593532537,54.21237171173347,100.0,0.0,52.333310705142566,100.83174593532537,0.0,1.8790610065909021
12,91.98130718954248,80.76737926574461,11.213927923797868,100.0,0.0,0.0,80.76737926574461,0.0,11.213927923797868
