mes,prec,ETP,P - ETP,ARM,Neg,Alt,Etr,Def,Exc
1,266.6083432147563,145.20761798977293,121.40072522498338,100.0,0.0,95.13087901737569,145.20761798977293,0.0,26.269846207607685
2,189.23656966775806,138.1230678291474,51.11350183861066,100.0,0.0,0.0,138.1230678291474,0.0,51.11350183861066
3,194.34817550948884,148.5940200862182,45.754155423270646,100.0,0.0,0.0,148.5940200862182,0.0,45.754155423270646
4,72.02923432815301,121.98910896478918,-49.95987463663617,60.67740811773638,-49.95987463663617,-39.32259188226362,111.35182621041663,10.63728275437255,0.0
5,73.92025200200798,77.30089901343291,-3.3806470114249265,58.66040510490539,-53.3405216480611,-2.0170030128309904,75.93725501483897,1.3636439985939433,0.0
6,41.088784359387105,65.55799290968517,-24.469208550298063,45.927904981457814,-77.80973019835916,-12.732500123447572,53.82128448283468,11.736708426850491,0.0
7,16.437965390836645,69.7033234208625,-53.26535803002586,26.961752933102424,-131.07508822838503,-18.96615204835539,35.404117439192035,34.29920598167047,0.0
8,23.491578746868708,94.42904670284022,-70.93746795597151,13.26388096610317,-202.01255618435653,-13.697871966999255,37.18945071386796,57.23959598897226,0.0
9,80.46795201382045,117.18308299762957,-36.71513098380912,9.187954330971912,-238.72768716816563,-4.075926635131257,84.5438786489517,32.639204348677865,0.0
10,98.32633804783569,153.14449151351272,-54.81815346567703,5.310636942939894,-293.54584063384266,-3.8773173880320186,102.20365543586772,50.940836077645,0.0
11,150.79569506376234,152.73407969771117,-1.9383846339488287,5.208687649321178,-295.4842252677915,-0.1019492936187163,150.89764435738107,1.8364353403300981,0.0
12,100.08263750828445,106.82408839710004,-6.741450888815592,4.869120982624308,-302.22567615660705,-0.33956666669686975,100.42220417498132,6.401884222118724,0.0
