mes,prec,ETP,P - ETP,ARM,Neg,Alt,Etr,Def,Exc
1,245.47218461538455,125.10952577060675,120.3626588447778,100.0,0.0,7.52011877887054,125.10952577060675,0.0,112.84254006590726
2,169.60006415938517,120.01335921929892,49.58670494008625,100.0,0.0,0.0,120.01335921929892,0.0,49.58670494008625
3,159.96020588103508,122.57229310685469,37.38791277418039,100.0,0.0,0.0,122.57229310685469,0.0,37.38791277418039
4,73.86054650949283,95.69151896882518,-21.830972459332344,80.38764228067818,-21.830972459332344,-19.61235771932182,93.47290422881466,2.2186147400105227,0.0
5,67.24913472743418,63.09617695395753,4.1529577734766505,84.54060005415482,-16.793829300197554,4.152957773476643,63.09617695395753,0.0,0.0
6,46.31239807890537,50.847851991458576,-4.5354539125532085,80.79195177820459,-21.329283212750763,-3.748648275950231,50.0610463548556,0.7868056366029776,0.0
7,35.78569463813348,53.44940828403578,-17.663713645902305,67.7104291408402,-38.99299685865307,-13.081522637364387,48.867217275497865,4.582191008537919,0.0
8,28.210433321713392,68.47278747263458,-40.26235415092118,45.268737638502586,-79.25535100957426,-22.44169150233762,50.652124824051015,17.820662648583564,0.0
9,86.29698841083922,86.50703694488651,-0.21004853404728863,45.17375111253755,-79.46539954362154,-0.09498652596503376,86.39197493680425,0.11506200808226197,0.0
10,122.4431523079499,113.34656293824207,9.096589369707829,54.27034048224538,-61.11923240749795,9.096589369707829,113.34656293824207,0.0,0.0
11,144.51669929625047,119.5760111360411,24.940688160209362,79.21102864245475,-23.30546463261223,24.94068816020937,119.5760111360411,0.0,0.0
12,102.46041303861682,89.19156045994211,13.26885257867471,92.47988122112946,-7.8179065438449005,13.26885257867471,89.19156045994211,0.0,0.0
