mes,prec,ETP,P - ETP,ARM,Neg,Alt,Etr,Def,Exc
1,354.1884615384616,73.05401279130653,281.13444874715503,100.0,0.0,0.0,73.05401279130653,0.0,281.13444874715503
2,190.01247801711537,76.19067794871683,113.82180006839855,100.0,0.0,0.0,76.19067794871683,0.0,113.82180006839855
3,237.94763038615488,72.0537481244196,165.89388226173529,100.0,0.0,0.0,72.0537481244196,0.0,165.89388226173529
4,148.04449461066173,58.78403656558157,89.26045804508016,100.0,0.0,0.0,58.78403656558157,0.0,89.26045804508016
5,61.219468704435975,41.781583269068385,19.43788543536759,100.0,0.0,0.0,41.781583269068385,0.0,19.43788543536759
6,81.13408391262644,34.947528086107155,46.18655582651928,100.0,0.0,0.0,34.947528086107155,0.0,46.18655582651928
7,81.40211516691123,37.90552048669247,43.49659468021876,100.0,0.0,0.0,37.90552048669247,0.0,43.49659468021876
8,26.175108586306596,44.530068883449545,-18.35496029714295,83.23105896355484,-18.35496029714295,-16.768941036445156,42.94404962275175,1.586019260697796,0.0
9,110.71554328301698,55.77543013283379,54.940113150183194,100.0,0.0,16.768941036445156,55.77543013283379,0.0,38.17117211373804
10,151.29612872497773,71.30541714527523,79.9907115797025,100.0,0.0,0.0,71.30541714527523,0.0,79.9907115797025
11,227.12815313777236,75.53466465077884,151.59348848699352,100.0,0.0,0.0,75.53466465077884,0.0,151.59348848699352
12,141.77948776536536,53.4896734337997,88.28981433156565,100.0,0.0,0.0,53.4896734337997,0.0,88.28981433156565
