mes,prec,ETP,P - ETP,ARM,Neg,Alt,Etr,Def,Exc
1,270.95941176470586,117.07898782195855,153.8804239427473,100.0,0.0,0.0,117.07898782195855,0.0,153.8804239427473
2,152.96046998680137,112.04552125057472,40.91494873622665,100.0,0.0,0.0,112.04552125057472,0.0,40.91494873622665
3,168.78376402825356,113.69627252790153,55.08749150035203,100.0,0.0,0.0,113.69627252790153,0.0,55.08749150035203
4,75.83924512434135,88.20309672888824,-12.363851604546895,88.369922624385,-12.363851604546895,-11.630077375615002,87.46932249995635,0.7337742289318925,0.0
5,58.48260156976178,59.553805614136245,-1.0712040443744613,87.42835251136285,-13.435055648921356,-0.9415701130221521,59.424171682783935,0.12963393135230916,0.0
6,38.685512296924564,48.48075210118473,-9.795239804260163,79.270593307034,-23.23029545318152,-8.15775920432884,46.843271501253405,1.6374805999313224,0.0
7,37.36686703815764,51.86663088198759,-14.499763843829946,68.57099233313758,-37.730059297011465,-10.699600973896423,48.06646801205407,3.800162869933523,0.0
8,25.997717713883596,64.9543947511489,-38.9566770372653,46.44657942650691,-76.68673633427676,-22.124412906630674,48.12213062051427,16.832264130634627,0.0
9,74.21564532784981,81.49687913474624,-7.281233806896424,43.18488218474862,-83.96797014117318,-3.2616972417582843,77.4773425696081,4.019536565138139,0.0
10,116.70932836127189,106.52947826085683,10.179850100415052,53.364732285163676,-62.80201023092773,10.179850100415052,106.52947826085683,0.0,0.0
11,155.15806142533322,111.667628105944,43.49043331938921,96.8551656045529,-3.195346142366567,43.49043331938922,111.667628105944,0.0,0.0
12,114.08297305115107,82.56972566780037,31.513247383350702,100.0,0.0,3.1448343954471056,82.56972566780037,0.0,28.368412987903596
