mes,prec,ETP,P - ETP,ARM,Neg,Alt,Etr,Def,Exc
1,226.130625,140.1148450854347,86.01577991456531,100.0,0.0,0.15286017383169792,140.1148450854347,0.0,85.86291974073362
2,145.13812500000003,130.7100647300242,14.428060269975845,100.0,0.0,0.0,130.7100647300242,0.0,14.428060269975845
3,156.98624999999998,127.64697786150126,29.33927213849873,100.0,0.0,0.0,127.64697786150126,0.0,29.33927213849873
4,66.98750000000001,103.97928578547106,-36.99178578547105,69.0791071367469,-36.99178578547105,-30.9208928632531,97.90839286325311,6.070892922217951,0.0
5,129.041875,67.37057035814412,61.67130464185588,100.0,0.0,30.9208928632531,67.37057035814412,0.0,30.750411778602782
6,101.578125,58.83957741096642,42.73854758903358,100.0,0.0,0.0,58.83957741096642,0.0,42.73854758903358
7,76.81500000000003,60.684298123253356,16.13070187674667,100.0,0.0,0.0,60.684298123253356,0.0,16.13070187674667
8,54.199374999999996,77.95111769923975,-23.75174269923975,78.85831482288006,-23.75174269923975,-21.14168517711994,75.34106017711994,2.610057522119803,0.0
9,113.07866666666669,91.71011992656567,21.368546740101024,100.0,0.0,21.14168517711994,91.71011992656567,0.0,0.22686156298108529
10,144.8246666666667,117.48801796823552,27.336648698431176,100.0,0.0,0.0,117.48801796823552,0.0,27.336648698431176
11,138.898,118.98797992533964,19.910020074660352,100.0,0.0,0.0,118.98797992533964,0.0,19.910020074660352
12,92.91566666666667,93.06864379085764,-0.15297712419096854,99.8471398261683,-0.15297712419096854,-0.15286017383169792,93.06852684049836,0.00011695035927061781,0.0
