,Data,ETP,Esc,Apport,Kc,Evs,Hum,Dr,Vrad,StRurMax,Hr,Epc,Etr,Etm,Eps,StRur,StRuSurf,StRu,TP,EtrEtm,fase,tmin,tmed,tmax,prec,irrigacao,ano,mes
1998-12-21,,4.173260543331182,0,0.7505555555555556,0.4,0.10962923599523053,0.7505555555555556,0,0,0,0,0,0.10962923599523053,2.921282380331827,2.921282380331827,0,0.6409263195603251,0.6409263195603251,0,3.7527777777777787,1,18.466666666666665,24.301111111111112,30.135000000000005,0.7505555555555556,0,1998,12
1998-12-22,,4.1327698078603445,0,4.8438888888888885,0.4181818181818182,0.7933617543310253,5.484815208449214,0,27.42407604224607,0.5484815208449214,1.0,1.7282491923779624,0.5484815208449214,1.7282491923779624,0.0,0.0,4.936333687604292,4.936333687604292,1.6587326472280366,31.73625211363445,1,18.21117647058824,24.028333333333332,29.55764705882353,4.8438888888888885,0,1998,12
1998-12-23,,4.092279072389507,0,12.658888888888889,0.4363636363636364,2.520159639333645,17.595222576493182,0,85.23370527824132,2.2531556264097476,1.0,1.7857217770426943,2.520159639333645,2.864595350672655,0.0,0,15.075062937159537,15.075062937159537,1.7155768628941073,87.97611288246591,1,18.075882352941175,23.332777777777775,28.252352941176472,12.658888888888889,0,1998,12
1998-12-24,,4.05178833691867,0,3.773888888888889,0.4545454545454546,2.673018711017371,18.848951826048427,0,82.9789809981934,3.912735246373616,1.0,1.8417219713266684,2.673018711017371,2.836251835843069,0.0,1.2397165353562447,16.175933115031057,16.175933115031057,1.7711780047213035,94.24475913024214,1,17.908235294117645,23.181666666666665,28.017647058823528,3.773888888888889,0,1998,12
1998-12-25,,4.011297601447833,0,3.7038888888888883,0.4727272727272727,2.791035881253687,19.879822003919944,0,79.83543378773165,5.5094439221282485,1.0,1.8962497752298846,2.791035881253687,2.8079083210134828,0.0,2.7184080408745617,17.088786122666257,17.088786122666257,1.8255396497997944,99.3991100195997,1,17.928823529411762,23.482222222222223,28.643529411764707,3.7038888888888883,0,1998,12
1998-12-26,,3.9708068659769955,0,5.45,0.4909090909090909,2.7795648061838967,20.0,2.538786122666256,72.45278038935876,6.958499529915423,1.0,1.9493051887523432,2.7795648061838967,2.7795648061838967,0.0,4.178934723731526,17.220435193816105,17.220435193816105,1.878665375219741,100.0,1,17.6625,23.35611111111111,28.188125,5.45,0,1998,12
1998-12-27,,3.9303161305061587,0,7.73,0.509090909090909,2.751221291354311,20.0,4.950435193816105,65.20750235042289,8.26264957692388,1.0,2.0008882118940443,2.751221291354311,2.751221291354311,0.0,5.51142828556957,17.248778708645688,17.248778708645688,1.9305587580713108,100.0,1,17.747499999999995,23.586111111111112,28.665625,7.73,0,1998,12
1998-12-28,,3.8898253950353214,0,8.386666666666665,0.5272727272727272,2.722877776524725,20.0,5.635445375312351,58.68675211538059,9.436384619231493,1.0,2.0509988446549876,2.722877776524725,2.722877776524725,0.0,6.713506842706768,17.277122223475274,17.277122223475274,1.9812233754446678,99.99999999999999,1,18.162777777777777,23.699444444444442,29.235,8.386666666666665,0,1998,12
1998-12-29,,3.8493346595644846,0,9.96,0.5454545454545454,2.694534261695139,20.0,7.237122223475275,52.81807690384253,10.492746157308344,1.0,2.0996370870351733,2.694534261695139,2.694534261695139,0.0,7.798211895613205,17.30546573830486,17.30546573830486,2.0306628044299777,100.0,1,17.897058823529413,23.558888888888887,28.921764705882353,9.96,0,1998,12
1998-12-30,,3.8088439240936465,0,4.576666666666666,0.5636363636363636,2.6661907468655524,20.0,1.8821324049715287,47.53626921345828,11.44347154157751,1.0,2.1468029390346004,2.6661907468655524,2.6661907468655524,0.0,8.777280794711958,17.333809253134447,17.333809253134447,2.078880622117403,100.0,1,17.97411764705882,23.824444444444445,29.42764705882353,4.576666666666666,0,1998,12
1998-12-31,,3.7683531886228097,0,6.343333333333333,0.6,2.6378472320359667,20.0,3.677142586467781,42.78264229211244,12.29912438741976,1.0,2.261011913173686,2.6378472320359667,2.6378472320359667,0.0,9.661277155383793,17.362152767964034,17.362152767964034,2.192314168272023,100.0,2,18.874444444444446,24.073888888888888,29.272222222222226,6.343333333333333,0,1998,12
1999-01-01,,3.7278624531519724,0,6.418333333333333,0.62,2.6095037172063806,20.0,3.7804861012973667,38.5043780629012,13.069211948677783,1.0,2.311274720954223,2.6095037172063806,2.6095037172063806,0.0,10.459708231471403,17.39049628279362,17.39049628279362,2.244054589691245,100.00000000000001,2,19.159444444444446,23.844444444444445,28.528888888888886,6.418333333333333,0,1999,1
1999-01-02,,3.714458165130432,0,5.760000000000001,0.64,2.600120715591302,20.0,3.150496282793622,34.65394025661109,13.762290753810005,1.0,2.3772532256834764,2.600120715591302,2.600120715591302,0.0,11.162170038218703,17.399879284408698,17.399879284408698,2.309161411072884,100.0,2,18.41176470588235,23.49888888888889,28.247058823529414,5.760000000000001,0,1999,1
1999-01-03,,3.701053877108891,0,6.134444444444444,0.66,2.5907377139762238,20.0,3.534323728853142,31.188546230949974,14.386061678429005,1.0,2.4426955588918684,2.5907377139762238,2.5907377139762238,0.0,11.79532396445278,17.409262286023775,17.409262286023775,2.3738178486009756,99.99999999999999,2,18.1,23.40222222222222,28.37,6.134444444444444,0,1999,1
1999-01-04,,3.687649589087351,0,11.156111111111112,0.68,2.5813547123611453,20.0,8.565373397134888,28.069691607854974,14.947455510586105,1.0,2.5076017205793986,2.5813547123611453,2.5813547123611453,0.0,12.36610079822496,17.418645287638853,17.418645287638853,2.4380243334953633,100.0,2,18.172222222222224,23.147777777777776,28.123333333333335,11.156111111111112,0,1999,1
1999-01-05,,3.6742453010658105,0,7.025555555555555,0.7000000000000001,2.5719717107460673,20.0,4.444200843194409,25.262722447069475,15.452709959527494,1.0,2.571971710746068,2.5719717107460673,2.5719717107460673,0.0,12.880738248781427,17.428028289253934,17.428028289253934,2.5017812969759032,100.0,2,17.84705882352941,23.160555555555558,28.150588235294116,7.025555555555555,0,1999,1
1999-01-06,,3.6608410130442692,0,8.221666666666666,0.72,2.5625887091309885,20.0,5.649694955920602,22.736450202362526,15.907438963574744,1.0,2.635805529391874,2.5650891702624428,2.635805529391874,0.0,13.342349793312302,17.434910829737557,17.434910829737557,2.5650891702624428,97.3170873821732,2,18.08823529411765,23.500555555555554,28.643529411764707,8.221666666666666,0,1999,1
1999-01-07,,3.647436725022729,0,3.4777777777777774,0.74,2.55320570751591,20.0,0.9126886075153351,20.462805182126278,16.31669506721727,1.0,2.6991031765168194,2.6279483845748315,2.6991031765168194,0.0,13.688746682642439,17.372051615425168,17.372051615425168,2.6279483845748315,97.36376169088086,2,18.27777777777778,23.589444444444446,28.901111111111113,3.4777777777777774,0,1999,1
1999-01-08,,3.6340324370011885,0,8.85277777777778,0.76,2.5438227059008316,20.0,6.2248293932029455,18.416524663913645,16.685025560495543,1.0,2.761864652120903,2.6903593711329177,2.761864652120903,0.0,13.994666189362626,17.309640628867083,17.309640628867083,2.6903593711329177,97.41097808927476,2,18.524444444444445,24.037777777777777,29.550555555555555,8.85277777777778,0,1999,1
1999-01-09,,3.620628148979648,0,6.1994444444444445,0.78,2.5344397042857536,20.0,3.509085073311528,16.574872197522286,17.01652300444599,1.0,2.8240899562041255,2.7523225611565523,2.8240899562041255,0.0,14.264200443289438,17.247677438843446,17.247677438843446,2.7523225611565523,97.45874259812757,2,18.102941176470587,23.600555555555555,28.807647058823527,6.1994444444444445,0,1999,1
1999-01-10,,3.607223860958107,0,6.677222222222223,0.8,2.5250567026706747,20.0,3.9248996610656697,14.917384977770052,17.31487070400139,1.0,2.8857790887664856,2.8138383858655844,2.8857790887664856,0.0,14.501032318135806,17.186161614134416,17.186161614134416,2.8138383858655844,97.50706132770365,2,18.38823529411765,23.663888888888888,28.693529411764708,6.677222222222223,0,1999,1
1999-01-11,,3.5938195729365665,0,7.0744444444444445,0.8200000000000001,2.5156737010555963,20.0,4.260606058578862,13.425646479993052,17.58338363360125,1.0,2.9469320498079847,2.874907276479865,2.9469320498079847,0.0,14.708476357121386,17.125092723520133,17.125092723520133,2.874907276479865,97.55594047942799,2,18.769444444444446,23.791666666666668,28.81277777777778,7.0744444444444445,0,1999,1
1999-01-12,,3.6204825650658563,0,7.990555555555555,0.8400000000000001,2.534337795546099,20.0,5.115648279075689,12.083081831993745,17.825045270241127,1.0,3.0412053546553195,2.9639363675250117,3.0412053546553195,0.0,14.861108902716115,17.03606363247499,17.03606363247499,2.9639363675250117,97.45926439949119,2,18.344444444444445,23.030555555555555,27.716666666666665,7.990555555555555,0,1999,1
1999-01-13,,3.6471455571951465,0,16.392222222222223,0.86,2.5530018900366023,20.0,13.428285854697208,10.874773648794367,18.042540743217014,1.0,3.136545179187826,3.0538903617358093,3.136545179187826,0.0,14.988650381481204,16.94610963826419,16.94610963826419,3.0538903617358093,97.3647815437041,2,18.18235294117647,22.927222222222223,27.359411764705882,16.392222222222223,0,1999,1
1999-01-14,,3.673808549324437,0,5.3516666666666675,0.88,2.5716659845271055,20.0,2.2977763049308564,9.78729628391493,18.238286668895313,1.0,3.232951523405504,3.144770965308624,3.232951523405504,0.0,15.09351570358669,16.855229034691376,16.855229034691376,3.144770965308624,97.27244415950929,2,18.202222222222222,23.189444444444447,28.175555555555555,5.3516666666666675,0,1999,1
1999-01-15,,3.7004715414537266,0,4.807222222222222,0.9,2.5903300790176083,20.0,1.6624512569135987,8.808566655523435,18.41445800200578,1.0,3.330424387308354,3.2365798844398066,3.330424387308354,0.0,15.177878117565974,16.763420115560194,16.763420115560194,3.2365798844398066,97.18220587063404,2,17.884444444444444,23.11277777777778,28.341111111111115,4.807222222222222,0,1999,1
1999-01-16,,3.7271345335830164,0,3.5088888888888885,0.92,2.6089941735081115,20.0,0.27230900444908457,7.927709989971099,18.573012201805202,1.0,3.428963770896375,3.329318825325717,3.428963770896375,0.0,15.243693376479484,16.670681174674282,16.670681174674282,3.329318825325717,97.09402162786311,2,18.095294117647057,23.79388888888889,29.189411764705884,3.5088888888888885,0,1999,1
1999-01-17,,3.7537975257123066,0,7.51111111111111,0.94,2.6276582679986147,20.0,4.1817922857853915,7.13493899097399,18.71571098162468,1.0,3.5285696741695682,3.4229894941627177,3.5285696741695682,0.0,15.292721487461964,16.577010505837283,16.577010505837283,3.4229894941627177,97.00784766190856,2,17.50588235294118,22.823333333333334,27.79823529411765,7.51111111111111,0,1999,1
1999-01-18,,3.780460517841597,0,10.143888888888888,0.96,2.6463223624891175,20.0,6.720899394726171,6.421445091876592,18.844139883462212,1.0,3.629242097127933,3.5175935971471675,3.629242097127933,0.0,15.326546286315045,16.48240640285283,16.48240640285283,3.5175935971471675,96.92364143827383,2,17.894444444444446,23.281111111111112,28.667777777777776,10.143888888888888,0,1999,1
1999-01-19,,3.8071235099708867,0,9.000555555555556,0.98,2.6649864569796207,20.0,5.482961958408389,5.77930058268894,18.95972589511599,1.0,3.7309810397714687,3.6131328404754166,3.7309810397714687,0.0,15.346593054640575,16.386867159524584,16.386867159524584,3.6131328404754166,96.84136161401479,2,17.9225,23.34647058823529,28.484375,9.000555555555556,0,1999,1
1999-01-20,,3.833786502100176,0,6.554444444444445,1.0,2.683650551470123,20.0,2.94131160396903,5.201370524420046,19.063753305604394,1.0,3.833786502100176,3.7096089303438284,3.833786502100176,0.0,15.354144375260566,16.29039106965617,16.29039106965617,3.7096089303438284,96.76096799630541,2,17.998124999999998,23.39888888888889,28.315625000000004,6.554444444444445,0,1999,1
1999-01-21,,3.8604494942294663,0,8.840555555555556,1.018181818181818,2.702314645960626,20.0,5.1309466252117275,4.681233471978032,19.157377975043953,1.0,3.930639485033638,3.8002374346725625,3.930639485033638,0.0,15.357140540371391,16.199762565327436,16.199762565327436,3.8002374346725625,96.68242150271993,2,18.244444444444444,23.330000000000002,28.415555555555557,8.840555555555556,0,1999,1
1999-01-22,,3.842272650503637,0,8.033888888888889,1.0363636363636364,2.6895908553525456,20.0,4.233651454216325,4.213110124780233,19.24164017753956,1.0,3.9819916559764965,3.8520102936875684,3.9819916559764965,0.0,15.38962988385199,16.14798970631243,16.14798970631243,3.8520102936875684,96.73577009901963,2,17.97722222222222,22.977222222222224,27.97666666666667,8.033888888888889,0,1999,1
1999-01-23,,3.824095806777808,0,4.3516666666666675,1.0545454545454545,2.6768670647444655,20.0,0.4996563729790964,3.7917991123022077,19.317476159785603,1.0,4.0326828507838695,3.9032325798709273,4.0326828507838695,0.0,15.414243579914675,16.096767420129073,16.096767420129073,3.9032325798709273,96.7899714482189,2,17.921176470588232,23.445,28.735294117647058,4.3516666666666675,0,1999,1
1999-01-24,,3.8059189630519787,0,2.8488888888888884,1.0727272727272728,2.5236971414884883,20.0,0,3.412619201071987,19.38572854380704,0.9456123772392935,4.082713069455759,3.914426275515744,4.082713069455759,1.0543436909820372,14.41695857730926,15.031230033502219,15.031230033502219,3.914426275515744,95.8780646330738,2,17.855882352941173,23.325000000000003,28.467058823529413,2.8488888888888884,0,1999,1
1999-01-25,,3.7877421193261496,0,4.958333333333333,1.0909090909090908,2.650035888902572,20.0,0,3.071357280964797,19.447155689426335,0.9994633336961393,4.132082311992163,4.003589247277301,4.132082311992163,0.010436633164449205,15.433129808984585,15.98597411955825,15.98597411955825,4.003589247277301,96.8903556363834,2,18.67,23.99055555555556,29.311111111111106,4.958333333333333,0,1999,1
1999-01-26,,3.7695652756003204,0,11.705,1.1090909090909091,2.638695692920224,20.0,7.690974119558248,2.7642215528683245,19.5024401204837,1.0,4.180790578393083,4.053603210107052,4.180790578393083,0.0,15.448836910376649,15.946396789892948,15.946396789892948,4.053603210107052,96.95781537244766,2,18.19294117647059,23.369999999999997,28.294705882352943,11.705,0,1999,1
1999-01-27,,3.7513884318744912,0,12.858333333333333,1.1272727272727272,2.6259719023121435,20.0,8.804730123226278,2.487799397581494,19.552196108435332,1.0,4.228837868658517,4.102630413639762,4.228837868658517,0.0,15.44956569479557,15.897369586360238,15.897369586360238,4.102630413639762,97.01555228791992,2,18.11764705882353,22.93722222222222,27.502352941176472,12.858333333333333,0,1999,1
1999-01-28,,3.733211588148662,0,13.88111111111111,1.1454545454545455,2.6132481117040633,20.0,9.778480697471348,2.239019457823339,19.5969764975918,1.0,4.276224182788468,4.151110648678801,4.276224182788468,0.0,15.445865848912998,15.848889351321198,15.848889351321198,4.151110648678801,97.07420544944205,2,17.700555555555557,22.469444444444445,27.237777777777776,13.88111111111111,0,1999,1
