mes,prec,ETP,P - ETP,ARM,Neg,Alt,Etr,Def,Exc
1,199.932,84.56277051543564,115.36922948456434,100.0,0.0,28.828406590693987,84.56277051543564,0.0,86.54082289387036
2,168.38018602393595,98.26975788811119,70.11042813582476,100.0,0.0,0.0,98.26975788811119,0.0,70.11042813582476
3,148.62873984146123,122.40212299863256,26.226616842828662,100.0,0.0,0.0,122.40212299863256,0.0,26.226616842828662
4,73.8392215086411,100.92516359581366,-27.085942087172555,76.27237119032918,-27.085942087172555,-23.72762880967082,97.56685031831192,3.358313277501736,0.0
5,82.57569938474509,67.63457732817561,14.941122056569483,91.21349324689866,-9.196734758303737,14.941122056569483,67.63457732817561,0.0,0.0
6,62.31230828904814,55.19002255788307,7.122285731165071,98.33577897806373,-1.678224766229859,7.122285731165064,55.19002255788307,0.0,0.0
7,45.25001629542689,55.87195833639888,-10.621942040971994,88.42621875465785,-12.300166807201853,-9.909560223405876,55.159576518832765,0.7123818175661185,0.0
8,24.985528298756886,74.10784492607513,-49.12231662731824,54.106014403555356,-61.422483434520096,-34.3202043511025,59.30573264985938,14.802112276215752,0.0
9,99.56066477938923,93.1778262006836,6.3828385787056305,60.48885298226099,-50.271108615417646,6.3828385787056305,93.1778262006836,0.0,0.0
10,86.14340147334585,124.66404713933073,-38.52064566598489,41.151181682464674,-88.79175428140253,-19.337671299796312,105.48107277314216,19.182974366188574,0.0
11,163.8831728082804,126.66440830778814,37.218764500492256,78.36994618295694,-24.37296716281993,37.21876450049226,126.66440830778814,0.0,0.0
12,70.13018384110387,79.76485829327166,-9.634674452167786,71.17159340930601,-34.00764161498772,-7.1983527736509245,77.3285366147548,2.4363216785168618,0.0
