mes,prec,ETP,P - ETP,ARM,Neg,Alt,Etr,Def,Exc
1,249.98153846153852,115.51828017485971,134.4632582866788,100.0,0.0,59.01403417645656,115.51828017485971,0.0,75.44922411022225
2,184.50764049201828,115.93719257405112,68.57044791796716,100.0,0.0,0.0,115.93719257405112,0.0,68.57044791796716
3,146.30115498852925,124.98852386383453,21.312631124694718,100.0,0.0,0.0,124.98852386383453,0.0,21.312631124694718
4,75.70915739445014,99.47622195947653,-23.767064565026388,78.84623318331123,-23.767064565026388,-21.153766816688773,96.86292421113892,2.613297748337615,0.0
5,56.988652218298725,64.33823669145954,-7.349584473160817,73.25918962108378,-31.116649038187205,-5.58704356222745,62.575695780526175,1.7625409109333674,0.0
6,40.93225679973648,52.197550529950604,-11.265293730214125,65.45420634146848,-42.38194276840133,-7.8049832796153,48.73724007935178,3.4603104505988256,0.0
7,34.7030451339959,56.59469723272429,-21.891652098728393,52.58517507388787,-64.27359486712973,-12.86903126758061,47.57207640157651,9.022620831147783,0.0
8,28.808571911975196,70.4342990170161,-41.62572710504091,34.68047908510736,-105.89932197217064,-17.90469598878051,46.71326790075571,23.72103111626039,0.0
9,53.869264650739645,90.94343794917987,-37.07417329844022,23.9372358832476,-142.97349527061087,-10.743243201859759,64.6125078525994,26.33093009658046,0.0
10,101.065717688084,119.58632113955399,-18.52060345146998,19.890240787836362,-161.49409872208085,-4.046995095411237,105.11271278349524,14.473608356058747,0.0
11,131.1648959913937,126.26456387884798,4.900332112545726,24.790572900382088,-139.47067300675639,4.900332112545726,126.26456387884798,0.0,0.0
12,105.36585902235963,89.17046609919828,16.19539292316135,40.98596582354344,-89.19404748675147,16.19539292316135,89.17046609919828,0.0,0.0
