mes,prec,ETP,P - ETP,ARM,Neg,Alt,Etr,Def,Exc
1,126.66000000000001,96.81226440000145,29.847735599998558,31.441404154372837,-115.70445580257488,29.847735599998558,96.81226440000145,0.0,0
2,107.9898052730325,104.01184735377922,3.977957919253285,35.41936207362612,-103.79115641392929,3.9779579192532815,104.01184735377922,0.0,0
3,103.9008570349438,113.05744425205997,-9.156587217116169,32.320210598605804,-112.94774363104546,-3.0991514750203137,107.00000850996412,6.057435742095848,0
4,63.58534598746849,90.05911528144247,-26.47376929397398,24.80276296235969,-139.42151292501944,-7.517447636246114,71.1027936237146,18.95632165772787,0
5,40.605373895213255,63.24637901781399,-22.64100512260074,19.777501534703898,-162.0625180476202,-5.025261427655792,45.63063532286905,17.615743694944946,0
6,31.84543707955045,51.63977643453627,-19.794339354985823,16.2257844875233,-181.856857402606,-3.551717047180599,35.39715412673105,16.24262230780522,0
7,25.24692056769171,58.76999779755063,-33.52307722985892,11.604243377935541,-215.37993463246494,-4.621541109587758,29.86846167727947,28.90153612027116,0
8,21.838975018382982,72.42384077538023,-50.584865756997246,6.99728475801324,-265.9648003894622,-4.606958619922301,26.445933638305284,45.97790713707494,0
9,34.9078671190382,92.56489381626156,-57.65702669722336,3.931228274614764,-323.6218270866856,-3.066056483398476,37.97392360243668,54.59097021382488,0
10,48.35987338915461,113.98265485052835,-65.62278146137373,2.039539608967575,-389.2446085480593,-1.8916886656471892,50.251562054801795,63.73109279572655,0
11,89.77872381109452,116.2497869840221,-26.471063172927572,1.5651997768402204,-415.7156717209869,-0.47433983212735464,90.25306364322188,25.996723340800216,0
12,77.42539894170555,77.3969301641715,0.02846877753405863,1.593668554374279,-413.91315605070093,0.02846877753405863,77.3969301641715,0.0,0
