mes,prec,ETP,P - ETP,ARM,Neg,Alt,Etr,Def,Exc
1,206.5866666666667,76.38345811799633,130.20320854867037,100.0,0.0,0.0,76.38345811799633,0.0,130.20320854867037
2,192.76833333333332,74.99046621053638,117.77786712279693,100.0,0.0,0.0,74.99046621053638,0.0,117.77786712279693
3,186.94416666666666,67.42775027823413,119.51641638843253,100.0,0.0,0.0,67.42775027823413,0.0,119.51641638843253
4,92.72333333333334,54.068718420832056,38.65461491250129,100.0,0.0,0.0,54.068718420832056,0.0,38.65461491250129
5,52.63166666666666,40.26094598377419,12.370720682892468,100.0,0.0,0.0,40.26094598377419,0.0,12.370720682892468
6,55.9,35.27961781591059,20.620382184089408,100.0,0.0,0.0,35.27961781591059,0.0,20.620382184089408
7,53.053333333333335,37.94372825252245,15.109605080810887,100.0,0.0,0.0,37.94372825252245,0.0,15.109605080810887
8,29.490000000000002,43.97796770695223,-14.487967706952226,86.51263813899548,-14.487967706952226,-13.487361861004516,42.97736186100452,1.0006058459477103,0.0
9,71.59916666666668,53.3167046424666,18.28246202420008,100.0,0.0,13.487361861004516,53.3167046424666,0.0,4.795100163195563
10,116.58909090909093,64.74323450495193,51.845856404139,100.0,0.0,0.0,64.74323450495193,0.0,51.845856404139
11,170.28727272727275,67.01768168740126,103.26959103987149,100.0,0.0,0.0,67.01768168740126,0.0,103.26959103987149
12,141.63424242424242,52.912731528734035,88.72151089550837,100.0,0.0,0.0,52.912731528734035,0.0,88.72151089550837
