mes,prec,ETP,P - ETP,ARM,Neg,Alt,Etr,Def,Exc
1,257.4246153846154,91.71156897234866,165.71304641226672,100.0,0.0,0.0,91.71156897234866,0.0,165.71304641226672
2,178.6905658657732,91.59961041465789,87.09095545111532,100.0,0.0,0.0,91.59961041465789,0.0,87.09095545111532
3,214.59447598421957,94.53738704633678,120.0570889378828,100.0,0.0,0.0,94.53738704633678,0.0,120.0570889378828
4,85.24025002580085,75.45636156509552,9.783888460705327,100.0,0.0,0.0,75.45636156509552,0.0,9.783888460705327
5,42.365417415190194,53.33322636391701,-10.967808948726812,89.61225601433487,-10.967808948726812,-10.387743985665125,52.75316140085532,0.5800649630616874,0.0
6,31.316664998161748,43.86784591612534,-12.551180917963592,79.04207355319825,-23.518989866690404,-10.570182461136625,41.88684745929837,1.980998456826967,0.0
7,32.080245544273495,45.48662662274812,-13.406381078474624,69.12500115396877,-36.92537094516503,-9.917072399229482,41.99731794350298,3.4893086792451413,0.0
8,23.450298271752356,54.84485142107464,-31.39455314932228,50.49987924262054,-68.3199240944873,-18.62512191134823,42.07542018310059,12.769431237974047,0.0
9,79.33838423531716,67.58476884170622,11.753615393610943,62.25349463623148,-47.39555134843519,11.753615393610943,67.58476884170622,0.0,0.0
10,101.79265560751817,87.46629207126166,14.326363536256508,76.57985817248799,-26.683609195831277,14.326363536256508,87.46629207126166,0.0,0.0
11,164.80473615873728,91.484871901252,73.31986425748528,100.0,0.0,23.420141827512012,91.484871901252,0.0,49.89972242997327
12,127.40870497263415,67.48545631721636,59.923248655417794,100.0,0.0,0.0,67.48545631721636,0.0,59.923248655417794
