mes,prec,ETP,P - ETP,ARM,Neg,Alt,Etr,Def,Exc
1,248.57000000000008,120.8623209275953,127.70767907240477,100,0.0,0,120.8623209275953,0.0,127.70767907240477
2,202.8,113.91856913021425,88.88143086978576,100,0.0,0,113.91856913021425,0.0,88.88143086978576
3,157.62166666666664,105.87954324901489,51.742123417651754,100,0.0,0,105.87954324901489,0.0,51.742123417651754
4,114.9208333333333,79.91879743566375,35.00203589766956,100,0.0,0,79.91879743566375,0.0,35.00203589766956
5,60.19833333333333,58.72558043661878,1.4727528967145531,100,0.0,0,58.72558043661878,0.0,1.4727528967145531
6,70.72416666666666,45.57195992178764,25.152206744879024,100,0.0,0,45.57195992178764,0.0,25.152206744879024
7,107.96500000000002,46.65062514170403,61.314374858295984,100,0.0,0,46.65062514170403,0.0,61.314374858295984
8,60.405833333333334,53.16155952769215,7.2442738056411855,100,0.0,0,53.16155952769215,0.0,7.2442738056411855
9,151.96780303030303,66.42159091433773,85.5462121159653,100,0.0,0,66.42159091433773,0.0,85.5462121159653
10,114.77636363636366,84.57269816177072,30.20366547459294,100,0.0,0,84.57269816177072,0.0,30.20366547459294
11,96.47,93.16611346224195,3.3038865377580464,100,0.0,0,93.16611346224195,0.0,3.3038865377580464
12,97.1715909090909,81.26875840311756,15.902832505973336,100,0.0,0,81.26875840311756,0.0,15.902832505973336
