,ETP,Esc,Apport,Kc,Evs,Hum,Dr,Vrad,StRurMax,Hr,Epc,Etr,Etm,Eps,StRur,StRuSurf,StRu,TP,EtrEtm,fase,tmed,prec,irrigacao,ano,mes
2003-06-21,3.486510002615673,0,2.75,0.4,0.3355765877517585,2.75,0,0,0,0,0,0.3355765877517585,2.440557001830971,2.440557001830971,0,2.4144234122482415,2.4144234122482415,0,13.75,1,22.75,2.75,0,2003,6
2003-06-22,3.4837629493482063,0,0.0,0.42000000000000004,0.29439475896702527,2.75,0,13.75,0.275,1.0,1.4631804387262468,0.275,1.4631804387262468,0.0,0.0,2.1394234122482416,2.1394234122482416,1.4336137831212827,18.794674444896064,1,24.75,0.0,0,2003,6
2003-06-23,3.481015896080739,0,0.0,0.44,0.26065784172691986,2.75,0,12.375,0.5225,0.4736842105263158,1.5316469942755253,0.2475,1.5316469942755253,0.27499999999999997,0.0,1.8919234122482416,1.8919234122482416,1.3149461609470106,16.159075878777696,1,25.0,0.0,0,2003,6
2003-06-24,3.4782688428132724,1.55,36.2,0.46,2.4347881899692907,20.0,18.091923412248242,97.3875,2.47025,1.0,1.6000036676941054,2.4347881899692907,2.4347881899692907,0.0,0.03546181003070936,17.56521181003071,17.56521181003071,1.5680274255004205,100.0,1,25.25,37.75,0,2003,6
2003-06-25,3.4755217895458053,0,0.0,0.48,2.136689673431216,20.0,0,87.64874999999999,4.223225,0.42347656353396024,1.6682504589819864,2.136689673431216,2.4328652526820633,2.434788189969291,0,15.428522136599494,15.428522136599494,1.3803385616116104,87.82605905015355,1,25.75,0.0,0,2003,6
2003-06-26,3.472774736278338,0,21.25,0.5,2.4309423153948364,20.0,16.678522136599497,78.883875,5.8009025,1.0,1.736387368139169,2.4309423153948364,2.4309423153948364,0.0,3.369960184605164,17.569057684605163,17.569057684605163,1.7020728013867488,100.0,1,25.0,21.25,0,2003,6
2003-06-27,3.4700276830108714,0,0.0,0.52,2.133779078549818,20.0,0,70.9954875,7.22081225,0.6633422624449437,1.8044143951656533,2.133779078549818,2.42901937810761,2.4309423153948355,2.6560908560553464,15.435278606055345,15.435278606055345,1.6743341683192805,87.84528842302582,1,25.25,0.0,0,2003,6
2003-06-28,3.4672806297434042,0,0.0,0.54,1.8731454883913965,20.0,0,63.895938750000006,8.498731025,0.46289376843236973,1.8723315400614384,1.8731454883913965,2.427096440820383,4.564721393944653,2.0608641426639496,13.562133117663949,13.562133117663949,1.5988056704909517,77.17639303027673,1,25.25,0.0,0,2003,6
2003-06-29,3.4645335764759375,0,0.25,0.56,1.6748409632115706,20.0,0,57.506344875,9.6488579225,0.35869437273952665,1.9401388028265252,1.6748409632115706,2.425173503533156,6.18786688233605,1.7861500769523788,12.137292154452378,12.137292154452378,1.5067156682504317,69.06066558831975,1,25.75,0.25,0,2003,6
2003-06-30,3.4617865232084704,0,13.25,0.58,2.423250566245929,20.0,5.387292154452378,51.7557103875,10.68397213025,1.0,2.007836183460913,2.423250566245929,2.423250566245929,0.0,8.26072156400407,17.57674943375407,17.57674943375407,1.9690593332369426,100.0,1,25.75,13.25,0,2003,6
2003-07-01,3.459039469941003,0,0.25,0.6,2.1582200469236317,20.0,0,46.580139348749995,11.615574917225,0.8129020232116821,2.075423681964602,2.1582200469236317,2.4213276289587022,2.1732505662459296,7.28410430405544,15.66852938683044,15.66852938683044,1.9719531676848476,89.13374716877036,2,25.0,0.25,0,2003,7
2003-07-02,3.4462292545659587,0,0.5,0.62,1.9502160641671562,20.0,0,41.922125413875,12.454017425502501,0.6923506301409429,2.1366621378308945,1.9974212943848324,2.1366621378308945,3.831470613169561,6.625125517948108,14.171108092445607,14.171108092445607,1.9974212943848324,93.48325404467468,2,25.25,0.5,0,2003,7
2003-07-03,3.433419039190914,0,0.0,0.64,1.7029373315862313,20.0,0,37.729912872487496,13.208615682952251,0.5587053142080988,2.197388185082185,1.9829228136497266,2.197388185082185,5.828891907554393,5.396800961748132,12.188185278795881,12.188185278795881,1.9829228136497266,90.2399870496966,2,25.25,0.0,0,2003,7
2003-07-04,3.4206088238158694,0,3.25,0.66,1.8482797475923707,20.0,0,33.956921585238746,13.887754114657026,0.6715225022316879,2.257601823718474,2.106089688305498,2.257601823718474,4.5618147212041205,7.219849705147408,13.332095590490383,13.332095590490383,2.106089688305498,93.28880169119361,2,24.75,3.25,0,2003,7
2003-07-05,3.4077986084408245,0,0.0,0.68,1.5901583880305612,20.0,0,30.561229426714867,14.498978703191323,0.5401121316191763,2.317303053739761,2.081037786717912,2.317303053739761,6.667904409509617,5.750036506963793,11.25105780377247,11.25105780377247,2.081037786717912,89.80430001848251,2,25.0,0.0,0,2003,7
2003-07-06,3.3949883930657805,0,0.0,0.7000000000000001,1.3369023728731897,20.0,0,27.505106484043388,15.04908083287219,0.41863943097993506,2.3764918751460464,1.9829500615902513,2.3764918751460464,8.74894219622753,4.317188575054409,9.268107742182218,9.268107742182218,1.9829500615902513,83.4402205338232,2,25.5,0.0,0,2003,7
2003-07-07,3.3821781776907356,0,0.0,0.72,1.0971237113933339,20.0,0,24.754595835639044,15.544172749584972,0.30958742991940036,2.4351682879373295,1.7997676638452713,2.4351682879373295,10.731892257817782,3.0125128279219187,7.468340078336947,7.468340078336947,1.7997676638452713,73.90732183728197,2,25.25,0.0,0,2003,7
2003-07-08,3.369367962315691,0,0.0,0.74,0.8807255027069368,20.0,0,22.27913625207514,15.989755474626474,0.21626944567419681,2.4933322921136116,1.5463392211209603,2.4933322921136116,12.531659921663053,1.911756331842461,5.922000857215987,5.922000857215987,1.5463392211209603,62.01897861797314,2,26.5,0.0,0,2003,7
2003-07-09,3.3565577469406462,0,0.0,0.76,0.6957138249137114,20.0,0,20.05122262686763,16.390779927163827,0.1411025463496663,2.5509838876748914,1.2610001704213982,2.5509838876748914,14.077999142784012,1.0517806139584154,4.661000686794589,4.661000686794589,1.2610001704213982,49.431914349358905,2,26.25,0.0,0,2003,7
2003-07-10,3.343747531565602,0,0.5,0.78,0.6039979157407224,20.0,0,18.046100364180866,16.751701934447443,0.11417959970436421,2.6081230746211697,1.1548275108298796,2.6081230746211697,14.83899931320541,0.757875110412153,4.006173175964709,4.006173175964709,1.1548275108298796,44.278106430909844,2,25.5,0.5,0,2003,7
2003-07-11,3.330937316190557,0,18.5,0.8,2.3316561213333897,20.0,2.506173175964708,16.241490327762786,17.076531741002697,1.0,2.6647498529524456,2.6284471915369605,2.6647498529524456,0.0,14.448084549465737,17.37155280846304,17.37155280846304,2.6284471915369605,98.63767094779035,2,26.0,18.5,0,2003,7
2003-07-12,3.365782893803793,0,24.25,0.8200000000000001,2.356048025662655,20.0,21.621552808463036,14.617341294986517,17.368878566902428,1.0,2.7599419729191106,2.7179866906502186,2.7599419729191106,0.0,14.65089187625221,17.282013309349782,17.282013309349782,2.7179866906502186,98.47984911709875,2,26.25,24.25,0,2003,7
2003-07-13,3.400628471417029,0,0.25,0.8400000000000001,2.0866952267363006,20.0,0,13.155607165487861,17.631990710212186,0.8600279043238834,2.8565279159903048,2.7361675208008758,2.8565279159903048,2.4679866906502195,12.42783649876109,14.795845788548906,14.795845788548906,2.7361675208008758,95.78647929482241,2,22.5,0.25,0,2003,7
2003-07-14,3.4354740490302653,0,0.0,0.86,1.7790760484004728,20.0,0,11.84004644893907,17.868791639190967,0.7087573509986531,2.954507682166028,2.77161535926679,2.954507682166028,5.204154211451096,9.893022068473082,12.024230429282117,12.024230429282117,2.77161535926679,93.80971916224111,2,17.5,0.0,0,2003,7
2003-07-15,3.4703196266435015,0,0.0,0.88,1.460477299890761,20.0,0,10.656041804045167,18.08191247527187,0.5589089604528702,3.0538812714462815,2.7451531161290736,3.0538812714462815,7.975769570717885,7.360989788424912,9.279077313153042,9.279077313153042,2.7451531161290736,89.89063005809004,2,20.5,0.0,0,2003,7
2003-07-16,3.5051652042567367,0,0.0,0.9,1.1383644623985245,20.0,0,9.590437623640646,18.273721227744684,0.4133147510989955,3.1546486838310632,2.575107726589858,3.1546486838310632,10.720922686846958,4.977690814307866,6.7039695865631845,6.7039695865631845,2.575107726589858,81.62898581348843,2,21.75,0.0,0,2003,7
2003-07-17,3.540010781869973,0,0.0,0.92,0.8306243616216719,20.0,0,8.631393861276582,18.446349104970217,0.2792053138659122,3.256809919320375,2.219164036354525,3.256809919320375,13.296030413436819,2.931154655178873,4.48480555020866,4.48480555020866,2.219164036354525,68.13919422161474,2,23.0,0.0,0,2003,7
2003-07-18,3.574856359483209,0,0.0,0.94,0.5611387474773155,20.0,0,7.768254475148915,18.601714194473196,0.1659266297940915,3.3603649779142164,1.7172238342415032,3.3603649779142164,15.515194449791345,1.3692959104403482,2.7675817159671565,2.7675817159671565,1.7172238342415032,51.10230125381757,2,23.5,0.0,0,2003,7
2003-07-19,3.609701937096445,0,0.0,0.96,0.34965507784197714,20.0,0,6.99142902763402,18.741542775025877,0.08052295956147318,3.4653138596125874,1.1875803867919983,3.4653138596125874,17.23241828403285,0.3215441042010303,1.5800013291751582,1.5800013291751582,1.1875803867919983,34.27050001539446,2,24.0,0.0,0,2003,7
2003-07-20,3.6445475147096813,0,0.0,0.98,0.20154364711191602,20.0,0,6.292286124870614,18.86738849752329,0.023712334473696303,3.5716565644154876,0.44738982669844257,3.5716565644154876,18.419998670824846,0.0,1.1326115024767156,1.1326115024767156,0.7502405721872882,12.526115504939632,2,24.0,0.0,0,2003,7
2003-07-21,3.6793930923229174,0,0.0,1.0,0.14585630284744078,20.0,0,5.663057512383549,18.98064964777096,0.00596719039387422,3.6793930923229174,0.11326115024767097,3.6793930923229174,18.86738849752329,0.0,1.0193503522290446,1.0193503522290446,0.6034628921073505,3.078256315803583,2,25.25,0.0,0,2003,7
2003-07-22,3.6848424593680718,0,0.0,1.018181818181818,0.1314650910602884,20.0,0,5.0967517611452,19.082584682993865,0.005341783459436032,3.7518395949929455,0.101935035222904,3.7518395949929455,18.98064964777096,0.0,0.9174153170061405,0.9174153170061405,0.608281110260262,2.7169347900411944,2,25.25,0.0,0,2003,7
2003-07-23,3.690291826413225,0,0.0,1.0363636363636364,0.11849355860209203,20.0,0,4.587076585030676,19.174326214694478,0.004784602633406032,3.8244842564646153,0.09174153170061351,3.8244842564646153,19.082584682993865,0.0,0.825673785305527,0.825673785305527,0.613524337270973,2.3987948583012377,2,25.25,0.0,0,2003,7
2003-07-24,3.6957411934583795,0,2.5,1.0545454545454545,0.4301790361525403,20.0,0,4.12836892652761,19.25689359322503,0.13411131790431416,3.897327076737927,1.7135774894392415,3.897327076737927,16.674326214694478,0.8689898890913108,1.6120962958662854,1.6120962958662854,1.7135774894392415,43.968018482901115,2,26.0,2.5,0,2003,7
2003-07-25,3.701190560503534,0,3.75,1.0727272727272728,0.6946149068169941,20.0,0,3.715532033874851,19.331204233902525,0.2427836607063428,3.970368055812882,2.4305234180795683,3.970368055812882,14.637903704133716,2.26277711168924,2.931572877786717,2.931572877786717,2.4305234180795683,61.21657700023857,2,26.0,3.75,0,2003,7
2003-07-26,3.706639927548688,0,0.25,1.0909090909090908,0.41275307714235804,20.0,0,3.343978830487373,19.398083810512272,0.13298512953640357,4.0436071936894775,1.7644145339357722,4.0436071936894775,16.818427122213286,0.8152421543632153,1.417158343850945,1.417158343850945,1.7644145339357722,43.6346670044842,2,25.75,0.25,0,2003,7
2003-07-27,3.7120892945938415,0,0.0,1.1090909090909091,0.1841216410933701,20.0,0,3.0095809474386392,19.458275429461047,0.04499030638586432,4.117044490367715,0.8754337733119881,4.117044490367715,18.582841656149057,0.0,0.5417245705389568,0.5417245705389568,1.0500249178122363,21.263646175312488,2,26.0,0.0,0,2003,7
2003-07-28,3.717538661638996,0,0.0,1.1272727272727272,0.07048587122284236,20.0,0,2.7086228526947664,19.51244788651494,0.0027763024592795415,4.190679945847595,0.054172457053895326,4.190679945847595,19.458275429461047,0.0,0.4875521134850615,0.4875521134850615,0.6448178207445626,1.2926889610735606,2,25.5,0.0,0,2003,7
2003-07-29,3.72298802868415,0,0.0,1.1454545454545455,0.0635302738652589,20.0,0,2.4377605674252933,19.561203097863448,0.0024924444117566114,4.264513560129117,0.04875521134850586,4.264513560129117,19.51244788651494,0.0,0.43879690213655564,0.43879690213655564,0.6518829506752964,1.1432772029227571,2,24.0,0.0,0,2003,7
2003-07-30,3.728437395729304,0,0.0,1.1636363636363636,0.0572609372669637,20.0,0,2.1939845106827605,19.6050827880771,0.002238179286870484,4.338545333212281,0.043879690213655204,4.338545333212281,19.561203097863448,0.0,0.3949172119229004,0.3949172119229004,0.6591605026942985,1.0113917648329944,2,24.5,0.0,0,2003,7
2003-07-31,3.733886762774458,0,0.0,1.2,0.051610165249674954,20.0,0,1.9745860596144915,19.64457450926939,0.002010311863647414,4.48066411532935,0.03949172119228983,4.48066411532935,19.605082788077098,0.0,0.3554254907306106,0.3554254907306106,0.6768867098196862,0.8813809778148703,2,25.5,0.0,0,2003,7
2003-08-01,3.7393361298196117,0,0.0,1.2,0.04651693826317431,20.0,0,1.7771274536530512,19.68011705834245,0.001806013092691156,4.487203355783534,0.03554254907306102,4.487203355783534,19.64457450926939,0.0,0.31988294165754955,0.31988294165754955,0.6742761943839758,0.7920868802892653,2,25.5,0.0,0,2003,8
2003-08-02,3.743070829827862,0,0.0,1.2,0.04190705777572655,20.0,0,1.5994147082877497,19.712105352508203,0.0016227741072662614,4.491684995793434,0.031988294165754994,4.491684995793434,19.680117058342447,0.0,0.28789464749179455,0.28789464749179455,0.672002834130566,0.712166908314202,2,25.5,0.0,0,2003,8
