mes,prec,ETP,P - ETP,ARM,Neg,Alt,Etr,Def,Exc
1,266.91333333333336,143.90862616964156,123.00470716369179,100.0,0.0,0.0,143.90862616964156,0.0,123.00470716369179
2,186.90583333333333,129.7854382316203,57.12039510171303,100.0,0.0,0.0,129.7854382316203,0.0,57.12039510171303
3,298.5983333333333,136.44731795022818,162.15101538310512,100.0,0.0,0.0,136.44731795022818,0.0,162.15101538310512
4,181.33166666666668,128.73652333969613,52.59514332697054,100.0,0.0,0.0,128.73652333969613,0.0,52.59514332697054
5,174.22333333333336,113.78322895116071,60.44010438217265,100.0,0.0,0.0,113.78322895116071,0.0,60.44010438217265
6,102.54166666666664,103.33613846538861,-0.7944717987219718,99.20867578739578,-0.7944717987219718,-0.7913242126042235,103.33299087927087,0.0031475861177483466,0.0
7,81.23166666666667,104.69369878454478,-23.46203211787811,78.46127153625532,-24.25650391660008,-20.747404251140452,101.97907091780712,2.7146278667376578,0.0
8,83.61666666666667,118.70786744345088,-35.091200776784206,55.24032097367931,-59.34770469338429,-23.220950562576014,106.83761722924268,11.870250214208198,0.0
9,135.68333333333334,128.38585994919313,7.297473384140204,62.537794357819514,-46.939910228387376,7.297473384140204,128.38585994919313,0.0,0.0
10,213.085,143.37964308412234,69.70535691587767,100.0,0.0,37.462205642180486,143.37964308412234,0.0,32.24315127369719
11,261.79249999999996,140.63246661006255,121.16003338993741,100.0,0.0,0.0,140.63246661006255,0.0,121.16003338993741
12,287.86083333333335,143.03279418311354,144.8280391502198,100.0,0.0,0.0,143.03279418311354,0.0,144.8280391502198
