mes,prec,ETP,P - ETP,ARM,Neg,Alt,Etr,Def,Exc
1,251.06799999999996,149.2877913020496,101.78020869795034,100.0,0.0,0.0,149.2877913020496,0.0,101.78020869795034
2,233.63666666666666,135.13766581961073,98.49900084705592,100.0,0.0,0.0,135.13766581961073,0.0,98.49900084705592
3,286.9226666666667,144.4167759629729,142.5058907036938,100.0,0.0,0.0,144.4167759629729,0.0,142.5058907036938
4,232.61733333333333,139.88300107468012,92.73433225865321,100.0,0.0,0.0,139.88300107468012,0.0,92.73433225865321
5,164.736,126.08621867423685,38.64978132576314,100.0,0.0,0.0,126.08621867423685,0.0,38.64978132576314
6,96.25266666666668,112.5736649185026,-16.320998251835917,84.94128078463271,-16.320998251835917,-15.05871921536729,111.31138588203397,1.2622790364686267,0.0
7,73.56666666666666,114.70766668613565,-41.14100001946899,56.29187470206891,-57.46199827130491,-28.6494060825638,102.21607274923046,12.49159393690519,0.0
8,82.11733333333335,136.70132498682307,-54.58399165348972,32.61297732908655,-112.04598992479463,-23.678897372982362,105.79623070631571,30.905094280507356,0.0
9,117.65933333333332,140.25498573915107,-22.595652405817745,26.017093457678296,-134.64164233061237,-6.595883871408251,124.25521720474157,15.999768534409498,0.0
10,176.75599999999997,160.82705538165828,15.928944618341689,41.94603807601999,-86.87862014916028,15.928944618341692,160.82705538165828,0.0,0.0
11,207.78533333333334,155.54554735504854,52.2397859782848,94.18582405430479,-5.990050347642467,52.2397859782848,155.54554735504854,0.0,0.0
12,247.30400000000003,150.2990736789489,97.00492632105113,100.0,0.0,5.814175945695212,150.2990736789489,0.0,91.19075037535592
