,ETP,Esc,Apport,Kc,Evs,Hum,Dr,Vrad,StRurMax,Hr,Epc,Etr,Etm,Eps,StRur,StRuSurf,StRu,TP,EtrEtm,fase,tmed,prec,irrigacao,ano,mes
2000-06-21,3.6384260233209873,0,0.0,0.4,0.0,0,0,0,0,0,0,0.0,2.546898216324691,2.546898216324691,0,0.0,0.0,0,0.0,1,24.35,0.0,0,2000,6
2000-06-22,3.6598393818507136,0,0.0,0.42000000000000004,0.0,0,0,0.0,0,0,1.5371325403772997,0.0,1.5371325403772997,0.0,0.0,0.0,0.0,0.23058337298113502,0.0,1,21.65,0.0,0,2000,6
2000-06-23,3.6812527403804394,0,0.0,0.44,0.0,0,0,0.0,0,0,1.6197512057673933,0.0,1.6197512057673933,0.0,0.0,0.0,0.0,0.24109243971163033,0.0,1,22.75,0.0,0,2000,6
2000-06-24,3.7026660989101656,0,0.0,0.46,0.0,0,0,0.0,0,0,1.7032264054986763,0.0,1.7032264054986763,0.0,0.0,0.0,0.0,0.2515586797250662,0.0,1,26.45,0.0,0,2000,6
2000-06-25,3.724079457439892,0,0.0,0.48,0.0,0,0,0.0,0,0,1.787558139571148,0.0,1.787558139571148,0.0,0.0,0.0,0.0,0.26198209302144254,0.0,1,26.8,0.0,0,2000,6
2000-06-26,3.745492815969618,0,0.0,0.5,0.0,0,0,0.0,0,0,1.872746407984809,0.0,1.872746407984809,0.0,0.0,0.0,0.0,0.2723626796007595,0.0,1,26.45,0.0,0,2000,6
2000-06-27,3.766906174499345,0,13.8,0.52,1.8194156822831835,13.8,0,69.0,1.3800000000000001,1.0,1.9587912107396594,1.3800000000000001,1.9587912107396594,0.0,0.0,12.42,12.42,1.8993655016435667,70.45161283314611,1,27.6,13.8,0,2000,6
2000-06-28,3.788319533029071,0,0.0,0.54,1.646782501007737,13.8,0,62.1,2.622,0.4736842105263158,2.0456925478356984,1.242,2.0456925478356984,1.38,0.0,11.178,11.178,1.686079850394867,60.71293564196687,1,27.55,0.0,0,2000,6
2000-06-29,3.8097328915587974,0,0.0,0.56,1.4904817991645483,13.8,0,55.89000000000001,3.7398,0.29889298892988936,2.133450419272927,1.4904817991645483,2.666813024091158,2.622,0,9.687518200835452,9.687518200835452,1.4252637960690921,55.89,1,27.3,0.0,0,2000,6
2000-06-30,3.8311462500885236,0,0.6,0.58,1.379454537224686,13.8,0,50.30100000000001,4.74582,0.33840727208364424,2.2220648250513437,1.5736577006866386,2.2220648250513437,3.1397999999999997,0.032362299313361875,8.713860500148813,8.713860500148813,1.5736577006866386,70.81961259389799,1,27.5,0.6,0,2000,6
