,latitude,longitude,isna,isna,isna,isna,isna,isna,isna,isna,isna,isna
0,-7.63,-72.67,33.17488268302562,33.9724981701536,35.9631558248026,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,-8.17,-70.77,20.91461227822975,23.565379668652692,37.797298511492905,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,-9.97,-67.8,32.713490186329025,29.306559071912858,33.685797145537954,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,-11.0244,-68.735,,,,,,,,,,
0,-9.9578,-68.165,9.0997845168678,44.2167480022432,20.95584499175816,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,-8.1419,-70.3431,,,,,,,,,,
0,-7.6,-72.77,39.710246500809326,40.50747107509257,47.27248050087019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
