,ETP,Esc,Apport,Kc,Evs,Hum,Dr,Vrad,StRurMax,Hr,Epc,Etr,Etm,Eps,StRur,StRuSurf,StRu,TP,EtrEtm,fase,tmed,prec,irrigacao,ano,mes
2000-06-21,2.973017742883861,0,15.5,0.4,1.6128621255144946,15.5,0,0,0,0,0,1.6128621255144946,2.0811124200187026,2.0811124200187026,0,13.887137874485505,13.887137874485505,0,77.50000000000001,1,12.0,15.5,0,2000,6
2000-06-22,3.0206488142057317,0,0.0,0.42000000000000004,1.468185829364665,15.5,0,77.5,1.55,1.0,1.2686725019664074,1.468185829364665,2.114454169944012,0.0,0.08181417063533503,12.41895204512084,12.41895204512084,1.2721550331500888,69.43568937242752,1,20.55,0.0,0,2000,6
2000-06-23,3.068279885527603,0,0.0,0.44,1.3336687265781655,15.5,0,69.75,2.9450000000000003,0.501464913628297,1.3500431496321452,1.3336687265781655,2.147795919869322,1.4681858293646652,0.14314544405716956,11.085283318542674,11.085283318542674,1.2447231654062483,62.09476022560419,1,20.75,0.0,0,2000,6
2000-06-24,3.115910956849473,0,0.0,0.46,1.208926451320973,15.5,0,62.775,4.2005,0.3329711805873514,1.4333190401507576,1.208926451320973,2.181137669794631,2.80185455594283,0.18971899273619663,9.8763568672217,9.8763568672217,1.1511845767477031,55.426416592713366,1,23.5,0.0,0,2000,6
2000-06-25,3.1635420281713436,0,0.0,0.48,1.093549451213608,15.5,0,56.4975,5.33045,0.2475717796314001,1.5185001735222448,1.093549451213608,2.2144794197199404,4.0107810072638035,0.22611954152258873,8.782807416008092,8.782807416008092,1.0566931003831883,49.381784336108495,1,25.1,0.0,0,2000,6
2000-06-26,3.2111730994932146,0,0.0,0.5,0.9871090219310142,15.5,0,50.847750000000005,6.347405,0.19583980248977162,1.6055865497466073,0.9871090219310142,2.24782116964525,5.104330458477412,0.25596551959157454,7.795698394077077,7.795698394077077,0.9811881783781417,43.91403708004046,1,25.5,0.0,0,2000,6
2000-06-27,3.2588041708150848,0,0.0,0.52,0.8891629054362193,15.5,0,45.762975,7.2626645,0.16126657366474445,1.6945781688238442,0.9232280651253018,1.6945781688238442,6.091439480408425,0.24799695446627257,6.872470328951776,6.872470328951776,0.9232280651253018,54.4812911030293,1,26.35,0.0,0,2000,6
2000-06-28,3.3064352421369554,0,8.4,0.54,1.7674101945547993,15.5,0,41.1866775,8.08639805,1.0,1.785475030753956,1.7674101945547993,2.3145046694958684,0.0,6.318987855445201,13.505060134396977,13.505060134396977,1.7631836728405763,76.36235164475889,1,26.0,8.4,0,2000,6
2000-06-29,3.3540663134588264,0,0.0,0.56,1.585390354030582,15.5,0,37.06800975,8.827758245,0.7997894657394077,1.878277135536943,1.7903098281224066,1.878277135536943,1.7674101945547989,5.270038222322794,11.71475030627457,11.71475030627457,1.7903098281224066,95.31659595114067,1,26.4,0.0,0,2000,6
2000-06-30,3.4016973847806966,0,0.0,0.58,1.3947512418074575,15.5,0,33.361208775,9.4949824205,0.6253052543840457,1.9729844831728038,1.8244970433132648,1.9729844831728038,3.5577200226772057,4.112765354509529,9.890253262961306,9.890253262961306,1.8244970433132648,92.47396818748656,1,27.2,0.0,0,2000,6
2000-07-01,3.4493284561025677,0,0.0,0.6,1.1940156206297794,15.5,0,30.025087897500004,10.09548417845,0.46686885236475856,2.0695970736615403,1.7764789164029364,2.0695970736615403,5.382217065990472,2.9367881960565922,8.113774346558369,8.113774346558369,1.7764789164029364,85.83694570363795,2,26.95,0.0,0,2000,7
2000-07-02,3.37642096475034,0,0.0,0.62,0.9588431232440607,15.5,0,27.022579107749998,10.635935760605001,0.3269331308948971,2.0933809981452107,1.5873390294350782,2.0933809981452107,7.158695982393409,1.8899007487765138,6.5264353171232905,6.5264353171232905,1.5873390294350782,75.82657102751487,2,26.4,0.0,0,2000,7
2000-07-03,3.3035134733981133,0,0.8,0.64,0.8471042223733798,15.5,0,24.320321196974994,11.1223421845445,0.28557898327654224,2.1142486229747925,1.5290820798779312,2.1142486229747925,7.946035011828487,1.6472250928380827,5.797353237245359,5.797353237245359,1.5290820798779312,72.32271849497438,2,26.7,0.8,0,2000,7
2000-07-04,3.2306059820458857,0,25.1,0.66,2.26142418743212,20.0,10.897353237245362,44.3882890772775,12.01010796609005,1.0,2.1321999481502845,2.26142418743212,2.26142418743212,0.0,9.74868377865793,17.73857581256788,17.73857581256788,2.113425921853443,100.0,2,22.9,25.1,0,2000,7
2000-07-05,3.157698490693658,0,0.0,0.68,1.9604575924640215,20.0,0,39.949460169549745,12.809097169481046,0.8234517111151136,2.147234973671688,2.071326965512638,2.147234973671688,2.2614241874321195,8.476346016536288,15.667248847055243,15.667248847055243,2.071326965512638,96.46484855687451,2,23.5,0.0,0,2000,7
