mes,prec,ETP,P - ETP,ARM,Neg,Alt,Etr,Def,Exc
1,312.05625,131.93638425212137,180.1198657478786,,,,131.93638425212137,0.0,0
2,258.60187500000006,120.38548818177907,138.216386818221,,,,120.38548818177907,0.0,0
3,316.05625000000003,128.3431813507686,187.71306864923145,,,,128.3431813507686,0.0,0
4,206.080625,,,,,,,,0
5,137.98375,117.19075432302668,20.792995676973305,,,,117.19075432302668,0.0,0
6,68.08187500000003,,,,,,,,0
7,46.435625,,,,,,,,0
8,76.66875,121.86149320003285,-45.19274320003285,,,,,,0
9,101.48249999999999,,,,,,,,0
10,142.742,,,,,,,,0
11,246.21466666666672,130.19345705637144,116.02120961029527,,,,130.19345705637144,0.0,0
12,140.171625,90.39453986377565,49.77708513622436,,,,90.39453986377565,0.0,0
