,Data,ETP,Esc,Apport,Kc,Evs,Hum,Dr,Vrad,StRurMax,Hr,Epc,Etr,Etm,Eps,StRur,StRuSurf,StRu,TP,EtrEtm,fase,tmed,prec,irrigacao,ano,mes
2011-12-21,,4.12499513924715,0,2.64,0.4,0.38114955086643665,2.64,0,0,0,0,0,0.38114955086643665,2.887496597473005,2.887496597473005,0,2.2588504491335635,2.2588504491335635,0,13.2,1,21.82,2.64,0,2011,12
2011-12-22,,4.092383549713891,0,6.74,0.4181818181818182,1.2889361640529378,8.998850449133563,0,44.994252245667816,0.8998850449133563,1.0,1.7113603935167183,0.8998850449133563,1.7113603935167183,0.0,0.0,8.098965404220207,8.098965404220207,1.644132228811986,52.58302391024485,1,21.27,6.74,0,2011,12
2011-12-23,,4.059771960180632,0,2.9200000000000004,0.4363636363636364,1.5657070372388775,11.018965404220207,0,50.59540179653426,1.9117930808440415,1.0,1.7715368553515487,1.70333469359992,1.7715368553515487,0.0,0.20845838724412147,9.315630710620287,9.315630710620287,1.70333469359992,96.15011330158895,1,21.16,2.9200000000000004,0,2011,12
2011-12-24,,4.0271603706473735,0,7.720000000000001,0.4545454545454546,2.4011825910377684,17.03563071062029,0,75.61918814888124,3.424176843821666,1.0,1.8305274412033519,2.4011825910377684,2.8190122594531615,0.0,1.0229942527838976,14.63444811958252,14.63444811958252,1.761533032941551,85.17815355310144,1,20.76,7.720000000000001,0,2011,12
2011-12-25,,3.9945487811141143,0,9.772,0.4727272727272727,2.79618414677988,20.0,4.406448119582521,82.87911578089168,5.0817591594395,1.0,1.8883321510721267,2.79618414677988,2.79618414677988,0.0,2.2855750126596197,17.20381585322012,17.20381585322012,1.8187295672349266,100.00000000000001,1,21.15,9.772,0,2011,12
2011-12-26,,3.961937191580855,0,4.946,0.4909090909090909,2.773356034106598,20.0,2.149815853220119,74.5912042028025,6.57358324349555,1.0,1.9449509849578743,2.773356034106598,2.773356034106598,0.0,3.800227209388952,17.226643965893402,17.226643965893402,1.8749266168780934,100.0,1,20.05,4.946,0,2011,12
2011-12-27,,3.9293256020475966,0,14.601999999999999,0.509090909090909,2.7505279214333176,20.0,11.828643965893399,67.13208378252224,7.916224919145995,1.0,2.0003839428605943,2.7505279214333176,2.7505279214333176,0.0,5.165696997712677,17.249472078566683,17.249472078566683,1.9301265022691014,100.0,1,20.5,14.601999999999999,0,2011,12
2011-12-28,,3.8967140125143374,0,8.680000000000001,0.5272727272727272,2.727699808760036,20.0,5.929472078566683,60.418875404270025,9.124602427231395,1.0,2.054631024780287,2.727699808760036,2.727699808760036,0.0,6.396902618471358,17.272300191239964,17.272300191239964,1.9843315438059972,100.0,1,21.119999999999997,8.680000000000001,0,2011,12
2011-12-29,,3.864102422981078,0,4.014,0.5454545454545454,2.7048716960867547,20.0,1.2863001912399632,54.376987863843034,10.212142184508256,1.0,2.1076922307169514,2.7048716960867547,2.7048716960867547,0.0,7.507270488421501,17.295128303913245,17.295128303913245,2.0375440618868272,100.0,1,21.26,4.014,0,2011,12
2011-12-30,,3.831490833447819,0,8.12,0.5636363636363636,2.682043583413473,20.0,5.415128303913242,48.939289077458724,11.19092796605743,1.0,2.1595675606705886,2.682043583413473,2.682043583413473,0.0,8.508884382643958,17.317956416586526,17.317956416586526,2.089766376909641,100.00000000000001,1,20.53,8.12,0,2011,12
2011-12-31,,3.7988792439145604,0,1.56,0.6,2.5100276879472982,20.0,0,44.04536016971285,12.071835169451687,0.9070527746889012,2.2793275463487364,2.5100276879472982,2.6592154707401923,1.1220435834134719,8.439763898090916,16.367928728639228,16.367928728639228,2.1719251319519364,94.38978208293263,2,21.369999999999997,1.56,0,2011,12
2012-01-01,,3.766267654381301,0,3.96,0.62,2.636387358066911,20.0,0.32792872863922895,39.640824152741565,12.864651652506518,1.0,2.335085945716407,2.636387358066911,2.636387358066911,0.0,10.228264294439608,17.363612641933088,17.363612641933088,2.264291335352524,100.00000000000001,2,21.11,3.96,0,2012,1
2012-01-02,,3.76623797149485,0,2.0439999999999996,0.64,2.558279068383916,20.0,0,35.67674173746741,13.578186487255866,0.9563721297668942,2.4103923017567044,2.558279068383916,2.636366580046395,0.5923873580669099,10.42752006080504,16.849333573549174,16.849333573549174,2.3177513775540244,97.03806320966545,2,21.71,2.0439999999999996,0,2012,1
2012-01-03,,3.766208288608398,0,15.338,0.66,2.6363458020258785,20.0,12.187333573549175,32.10906756372067,14.22036783853028,1.0,2.4856974704815427,2.6363458020258785,2.6363458020258785,0.0,11.5840220365044,17.36365419797412,17.36365419797412,2.4103413176630877,100.0,2,21.25,15.338,0,2012,1
2012-01-04,,3.766178605721946,0,8.52,0.68,2.636325024005362,20.0,5.883654197974121,28.898160807348603,14.798331054677252,1.0,2.5610014518909234,2.636325024005362,2.636325024005362,0.0,12.16200603067189,17.363674975994638,17.363674975994638,2.483364793870332,99.99999999999999,2,20.5,8.52,0,2012,1
2012-01-05,,3.7661489228354945,0,13.463999999999999,0.7000000000000001,2.636304245984846,20.0,10.827674975994636,26.00834472661374,15.318497949209528,1.0,2.6363042459848463,2.636304245984846,2.636304245984846,0.0,12.682193703224682,17.363695754015154,17.363695754015154,2.5563872601150384,100.0,2,20.37,13.463999999999999,0,2012,1
2012-01-06,,3.766119239949043,0,5.3340000000000005,0.72,2.63628346796433,20.0,2.697695754015154,23.40751025395236,15.786648154288574,1.0,2.711605852763311,2.63628346796433,2.63628346796433,0.0,13.150364686324245,17.36371653203567,17.36371653203567,2.6294087163993227,100.0,2,21.55,5.3340000000000005,0,2012,1
2012-01-07,,3.766089557062591,0,8.64,0.74,2.6362626899438135,20.0,6.003716532035671,21.066759228557128,16.207983338859716,1.0,2.7869062722263176,2.7024291627252954,2.7869062722263176,0.0,13.50555417613442,17.297570837274705,17.297570837274705,2.7024291627252954,96.96878541115997,2,21.240000000000002,8.64,0,2012,1
2012-01-08,,3.766059874176139,0,6.0,0.76,2.636241911923297,20.0,3.297570837274705,18.96008330570142,16.587185004973744,1.0,2.8622055043738657,2.7754485990950726,2.8622055043738657,0.0,13.811736405878671,17.22455140090493,17.22455140090493,2.7754485990950726,96.9688792385377,2,21.360000000000003,6.0,0,2012,1
2012-01-09,,3.766030191289688,0,6.556,0.78,2.6362211339027812,20.0,3.7805514009049297,17.06407497513128,16.92846650447637,1.0,2.9375035492059567,2.8484670255107734,2.9375035492059567,0.0,14.079999478965595,17.15153297448923,17.15153297448923,2.8484670255107734,96.96897306833038,2,21.189999999999998,6.556,0,2012,1
2012-01-10,,3.7660005084032364,0,8.09,0.8,2.6362003558822655,20.0,5.241532974489228,15.357667477618156,17.23561985402873,1.0,3.0128004067225893,2.921484441974506,3.0128004067225893,0.0,14.314135412054224,17.078515558025494,17.078515558025494,2.921484441974506,96.96906690053791,2,20.970000000000002,8.09,0,2012,1
