,Data,ETP,Esc,Apport,Kc,Evs,Hum,Dr,Vrad,StRurMax,Hr,Epc,Etr,Etm,Eps,StRur,StRuSurf,StRu,TP,EtrEtm,fase,tmed,prec,irrigacao,ano,mes
2003-12-21,,4.73620126795914,0,11.256153846153847,0.4,1.8658993541473947,11.256153846153847,0,0,0,0,0,1.8658993541473947,3.3153408875713977,3.3153408875713977,0,9.390254492006452,9.390254492006452,0,56.28076923076923,1,24.533076923076923,11.256153846153847,0,2003,12
2003-12-22,,4.69712843032146,0,9.943076923076923,0.4181818181818182,3.1783899224915304,19.333331415083375,0,96.66665707541688,1.9333331415083375,1.0,1.964253707225338,3.1783899224915304,3.287989901225022,0.0,0,16.154941492591846,16.154941492591846,1.8656137246182751,96.66665707541688,1,24.66923076923077,9.943076923076923,0,2003,12
2003-12-23,,4.658055592683781,0,7.683076923076921,0.4363636363636364,3.2606389148786468,20.0,3.838018415668767,90.33333429245832,3.7399998273575035,1.0,2.0326060768074683,3.2606389148786468,3.2606389148786468,0.0,0.4793609124788567,16.739361085121352,16.739361085121352,1.9316022776593296,100.0,1,24.984615384615385,7.683076923076921,0,2003,12
2003-12-24,,4.618982755046102,0,4.146153846153846,0.4545454545454546,3.2332879285322713,20.0,0.8855149312751962,81.30000086321249,5.3659998446217525,1.0,2.0995376159300467,3.2332879285322713,3.2332879285322713,0.0,2.132711916089481,16.76671207146773,16.76671207146773,1.9963581647093325,100.0,1,24.246153846153845,4.146153846153846,0,2003,12
2003-12-25,,4.579909917408423,0,9.064615384615385,0.4727272727272727,3.205936942185896,20.0,5.831327456083116,73.17000077689124,6.829399860159578,1.0,2.1650483245930725,3.205936942185896,3.205936942185896,0.0,3.623462917973682,16.794063057814103,16.794063057814103,2.059884716720958,100.0,1,24.72307692307692,9.064615384615385,0,2003,12
2003-12-26,,4.540837079770744,0,9.741538461538461,0.4909090909090909,3.1785859558395204,20.0,6.535601519352564,65.85300069920211,8.14645987414362,1.0,2.229138202796547,3.1785859558395204,3.1785859558395204,0.0,4.967873918304099,16.82141404416048,16.82141404416048,2.1221852646468786,100.0,1,24.77615384615385,9.741538461538461,0,2003,12
2003-12-27,,4.501764242133064,0,12.863076923076923,0.509090909090909,3.151234969493145,20.0,9.684490967237402,59.2677006292819,9.331813886729257,1.0,2.2918072505404687,3.151234969493145,3.151234969493145,0.0,6.1805789172361125,16.848765030506854,16.848765030506854,2.1832631394397586,99.99999999999999,1,24.189999999999998,12.863076923076923,0,2003,12
2003-12-28,,4.462691404495385,0,7.152307692307692,0.5272727272727272,3.1238839831467695,20.0,4.001072722814545,53.34093056635371,10.398632498056331,1.0,2.353055467824839,3.1238839831467695,3.1238839831467695,0.0,7.274748514909562,16.87611601685323,16.87611601685323,2.2431216720522777,100.00000000000001,1,23.78846153846154,7.152307692307692,0,2003,12
2003-12-29,,4.423618566857706,0,15.030769230769234,0.5454545454545454,3.096532996800394,20.0,11.906885247622466,48.006837509718345,11.358769248250699,1.0,2.4128828546496575,3.096532996800394,3.096532996800394,0.0,8.262236251450304,16.903467003199605,16.903467003199605,2.3017641934371014,100.0,1,24.48153846153846,15.030769230769234,0,2003,12
2003-12-30,,4.384545729220027,0,6.019230769230769,0.5636363636363636,3.0691820104540186,20.0,2.922697772430375,43.20615375874651,12.22289232342563,1.0,2.471289411014924,3.0691820104540186,3.0691820104540186,0.0,9.153710312971612,16.930817989545982,16.930817989545982,2.359194034546907,100.0,1,24.365384615384617,6.019230769230769,0,2003,12
