,Data,ETP,Esc,Apport,Kc,Evs,Hum,Dr,Vrad,StRurMax,Hr,Epc,Etr,Etm,Eps,StRur,StRuSurf,StRu,TP,EtrEtm,fase,tmed,prec,irrigacao,ano,mes
2000-12-21,,4.633469811664893,0,6.99625,0.4,1.1345919609451178,6.99625,0,0,0,0,0,1.1345919609451178,3.243428868165425,3.243428868165425,0,5.861658039054882,5.861658039054882,0,34.98125,1,24.47875,6.99625,0,2000,12
2000-12-22,,4.601091299713266,0,11.041875000000001,0.4181818181818182,2.7221144580143912,16.903533039054885,0,84.51766519527442,1.6903533039054885,1.0,1.9240927253346387,2.7221144580143912,3.220763909799286,0.0,0,14.181418581040493,14.181418581040493,1.8300325246109126,84.51766519527445,1,25.487499999999997,11.041875000000001,0,2000,12
2000-12-23,,4.568712787761639,0,11.2625,0.4363636363636364,3.198098951433147,20.0,5.443918581040492,91.54823348047255,3.5213179735149396,1.0,1.9936201255687152,3.198098951433147,3.198098951433147,0.0,0.32321902208179276,16.801901048566855,16.801901048566855,1.897117824948775,100.0,1,25.259375,11.2625,0,2000,12
2000-12-24,,4.5363342758100105,0,10.338125,0.4545454545454546,3.1754339930670072,20.0,7.1400260485668525,82.3934101324253,5.1691861761634454,1.0,2.0619701253681866,3.1754339930670072,3.1754339930670072,0.0,1.9937521830964382,16.824566006932994,16.824566006932994,1.9631820755930804,100.0,1,25.074375000000003,10.338125,0,2000,12
2000-12-25,,4.503955763858382,0,11.54375,0.4727272727272727,3.1527690347008672,20.0,8.368316006932993,74.15406911918276,6.6522675585471,1.0,2.1291427247330534,3.1527690347008672,3.1527690347008672,0.0,3.499498523846233,16.847230965299133,16.847230965299133,2.0282275638922695,100.0,1,24.751875,11.54375,0,2000,12
2000-12-26,,4.471577251906755,0,10.756250000000001,0.4909090909090909,3.130104076334728,20.0,7.603480965299134,66.7386622072645,7.98704080269239,1.0,2.195137923663316,3.130104076334728,3.130104076334728,0.0,4.856936726357662,16.869895923665272,16.869895923665272,2.0922565771947883,100.0,1,24.993333333333336,10.756250000000001,0,2000,12
2000-12-27,,4.439198739955127,0,13.9875,0.509090909090909,3.1074391179685885,20.0,10.857395923665273,60.064795986538044,9.188336722423152,1.0,2.2599557221589732,3.1074391179685885,3.1074391179685885,0.0,6.080897604454563,16.89256088203141,16.89256088203141,2.155271402849075,100.0,1,24.446875000000006,13.9875,0,2000,12
2000-12-28,,4.406820228003499,0,4.66875,0.5272727272727272,3.0847741596024494,20.0,1.5613108820314103,54.05831638788423,10.269503050180838,1.0,2.3235961202200266,3.0847741596024494,3.0847741596024494,0.0,7.184728890578388,16.91522584039755,16.91522584039755,2.217274328203575,99.99999999999999,1,25.5625,4.66875,0,2000,12
2000-12-29,,4.374441716051871,0,5.64375,0.5454545454545454,3.06210920123631,20.0,2.558975840397551,48.65248474909581,11.242552745162754,1.0,2.386059117846475,3.06210920123631,3.06210920123631,0.0,8.180443543926444,16.93789079876369,16.93789079876369,2.278267640606731,99.99999999999999,1,23.840625,5.64375,0,2000,12
2000-12-30,,4.342063204100244,0,5.103125,0.5636363636363636,3.0394442428701707,20.0,2.041015798763688,43.78723627418623,12.118297470646478,1.0,2.447344715038319,3.0394442428701707,3.0394442428701707,0.0,9.078853227776307,16.96055575712983,16.96055575712983,2.338253627406981,100.0,1,24.517999999999997,5.103125,0,2000,12
