,Data,ETP,Esc,Apport,Kc,Evs,Hum,Dr,Vrad,StRurMax,Hr,Epc,Etr,Etm,Eps,StRur,StRuSurf,StRu,TP,EtrEtm,fase,tmed,prec,irrigacao,ano,mes
2000-12-21,,4.692906162328525,0,16.742500000000003,0.4,2.7499843497974865,16.742500000000003,0,0,0,0,0,2.7499843497974865,3.285034313629967,3.285034313629967,0,13.992515650202517,13.992515650202517,0,83.71250000000002,1,25.217499999999998,16.742500000000003,0,2000,12
2000-12-22,,4.654552025959049,0,10.826250000000002,0.4181818181818182,3.2581864181713343,20.0,4.8187656502025185,100.0,2.0,1.0,1.9464490290374206,3.2581864181713343,3.2581864181713343,0.0,0,16.741813581828666,16.741813581828666,1.8498203766659276,100.0,1,25.115625,10.826250000000002,0,2000,12
2000-12-23,,4.616197889589573,0,9.79375,0.4363636363636364,3.2313385227127016,20.0,6.535563581828665,90.0,3.8,1.0,2.01434089727545,3.2313385227127016,3.231338522712701,0.0,0.5686614772872982,16.7686614772873,16.7686614772873,1.915428733889332,100.00000000000001,1,24.96875,9.79375,0,2000,12
2000-12-24,,4.5778437532200975,0,9.49375,0.4545454545454546,3.204490627254068,20.0,6.262411477287301,81.0,5.42,1.0,2.080838069645499,3.204490627254068,3.204490627254068,0.0,2.215509372745932,16.795509372745933,16.795509372745933,1.9798289526509039,100.0,1,25.384375000000002,9.49375,0,2000,12
2000-12-25,,4.539489616850622,0,6.562499999999999,0.4727272727272727,3.177642731795435,20.0,3.358009372745933,72.9,6.878,1.0,2.1459405461475667,3.177642731795435,3.177642731795435,0.0,3.700357268204565,16.822357268204566,16.822357268204566,2.0430242424919722,100.00000000000001,1,25.15,6.562499999999999,0,2000,12
2000-12-26,,4.501135480481146,0,11.374999999999998,0.4909090909090909,3.150794836336802,20.0,8.197357268204563,65.61,8.1902,1.0,2.2096483267816533,3.150794836336802,3.150794836336802,0.0,5.039405163663199,16.8492051636632,16.8492051636632,2.105017812953863,100.0,1,24.893750000000004,11.374999999999998,0,2000,12
2000-12-27,,4.46278134411167,0,16.025,0.509090909090909,3.1239469408781693,20.0,12.874205163663198,59.049,9.37118,1.0,2.271961411547759,3.1239469408781693,3.1239469408781693,0.0,6.2472330591218315,16.87605305912183,16.87605305912183,2.1658128735779134,99.99999999999999,1,25.431250000000002,16.025,0,2000,12
2000-12-28,,4.424427207742195,0,6.9125,0.5272727272727272,3.097099045419536,20.0,3.7885530591218313,53.144099999999995,10.434062,1.0,2.3328798004458844,3.097099045419536,3.097099045419536,0.0,7.336962954580464,16.902900954580463,16.902900954580463,2.2254126339054525,100.0,1,25.528125000000003,6.9125,0,2000,12
2000-12-29,,4.386073071372719,0,6.5375000000000005,0.5454545454545454,3.070251149960903,20.0,3.440400954580465,47.82968999999999,11.390655800000001,1.0,2.3924034934760283,3.070251149960903,3.070251149960903,0.0,8.320404650039098,16.929748850039097,16.929748850039097,2.283820303477809,100.00000000000001,1,25.040625,6.5375000000000005,0,2000,12
2000-12-30,,4.347718935003243,0,6.2299999999999995,0.5636363636363636,3.04340325450227,20.0,3.1597488500390973,43.046721,12.25159022,1.0,2.4505324906381913,3.04340325450227,3.04340325450227,0.0,9.208186965497731,16.95659674549773,16.95659674549773,2.3410390918363153,100.0,1,25.43875,6.2299999999999995,0,2000,12
2000-12-31,,4.3093647986337675,0,10.1125,0.6,3.016555359043637,20.0,7.069096745497731,38.7420489,13.026431198000001,1.0,2.5856188791802603,3.016555359043637,3.016555359043637,0.0,10.009875838956365,16.983444640956364,16.983444640956364,2.471980715038627,100.00000000000001,2,25.206249999999997,10.1125,0,2000,12
2001-01-01,,4.271010662264292,0,9.4875,0.62,2.9897074635850043,20.0,6.470944640956365,34.86784400999999,13.7237880782,1.0,2.648026610603861,2.9897074635850043,2.9897074635850043,0.0,10.734080614614996,17.010292536414994,17.010292536414994,2.533653625179673,100.0,2,25.490625,9.4875,0,2001,1
2001-01-02,,4.268018391177329,0,13.818750000000001,0.64,2.9876128738241303,20.0,10.829042536414995,31.381059608999998,14.35140927038,1.0,2.7315317703534907,2.9876128738241303,2.9876128738241303,0.0,11.36379639655587,17.01238712617587,17.01238712617587,2.6137167958865177,100.00000000000001,2,25.418749999999996,13.818750000000001,0,2001,1
2001-01-03,,4.265026120090367,0,8.075000000000001,0.66,2.9855182840632564,20.0,5.087387126175869,28.242953648100002,14.916268343341999,1.0,2.814917239259642,2.9855182840632564,2.9855182840632564,0.0,11.930750059278743,17.014481715936743,17.014481715936743,2.6936759785084465,100.0,2,25.390625,8.075000000000001,0,2001,1
2001-01-04,,4.262033849003403,0,9.637500000000001,0.68,2.983423694302382,20.0,6.651981715936742,25.418658283290007,15.424641509007799,1.0,2.8981830173223146,2.983423694302382,2.983423694302382,0.0,12.441217814705418,17.01657630569762,17.01657630569762,2.773531194534309,100.0,2,24.840625000000003,9.637500000000001,0,2001,1
2001-01-05,,4.259041577916441,0,7.6,0.7000000000000001,2.9813291045415085,20.0,4.61657630569762,22.876792454961006,15.882177358107018,1.0,2.981329104541509,2.9813291045415085,2.9813291045415085,0.0,12.90084825356551,17.01867089545849,17.01867089545849,2.8532824654529487,100.00000000000001,2,24.665625000000006,7.6,0,2001,1
2001-01-06,,4.256049306829479,0,12.40625,0.72,2.9792345147806354,20.0,9.424920895458492,20.58911320946491,16.293959622296317,1.0,3.064355500917225,2.9792345147806354,2.9792345147806354,0.0,13.314725107515681,17.020765485219364,17.020765485219364,2.9329298127532124,100.0,2,25.390624999999996,12.40625,0,2001,1
2001-01-07,,4.253057035742517,0,4.4375,0.74,2.9771399250197614,20.0,1.4582654852193642,18.530201888518416,16.664563660066683,1.0,3.1472622064494624,3.012473257923949,3.1472622064494624,0.0,13.652090402142735,16.98752674207605,16.98752674207605,3.012473257923949,95.7172634599907,2,25.190625,4.4375,0,2001,1
2001-01-08,,4.250064764655553,0,10.3125,0.76,2.975045335258887,20.0,7.300026742076049,16.677181699666583,16.998107294060016,1.0,3.2300492211382204,3.091912822454005,3.2300492211382204,0.0,13.90619447160601,16.908087177545994,16.908087177545994,3.091912822454005,95.72339648014595,2,25.256249999999998,10.3125,0,2001,1
2001-01-09,,4.247072493568591,0,5.512500000000001,0.78,2.972950745498013,20.0,2.420587177545997,15.009463529699918,17.298296564654017,1.0,3.312716544983501,3.1712485278322298,3.312716544983501,0.0,14.127048036821787,16.82875147216777,16.82875147216777,3.1712485278322298,95.7295465751364,2,25.36875,5.512500000000001,0,2001,1
2001-01-10,,4.244080222481628,0,11.094375,0.8,2.9708561557371396,20.0,7.92312647216777,13.508517176729919,17.568466908188615,1.0,3.3952641779853026,3.250480395547467,3.3952641779853026,0.0,14.317986512641149,16.749519604452534,16.749519604452534,3.250480395547467,95.73571378107762,2,25.489375000000003,11.094375,0,2001,1
2001-01-11,,4.2410879513946655,0,13.40625,0.8200000000000001,2.9687615659762656,20.0,10.155769604452534,12.157665459056926,17.811620217369754,1.0,3.477692120143626,3.329608447088559,3.477692120143626,0.0,14.482011770281195,16.67039155291144,16.67039155291144,3.329608447088559,95.74189813418702,2,24.892500000000005,13.40625,0,2001,1
2001-01-12,,4.285133137410517,0,11.487499999999999,0.8400000000000001,2.9995931961873614,20.0,8.157891552911437,10.941898913151231,18.03045819563278,1.0,3.5995118354248343,3.4430260336869876,3.5995118354248343,0.0,14.587432161945792,16.556973966313013,16.556973966313013,3.4430260336869876,95.65258265863217,2,25.125,11.487499999999999,0,2001,1
2001-01-13,,4.329178323426368,0,10.825000000000001,0.86,3.0304248263984577,20.0,7.381973966313012,9.847709021836106,18.227412376069502,1.0,3.7230933581466763,3.558044051946295,3.7230933581466763,0.0,14.669368324123207,16.441955948053703,16.441955948053703,3.558044051946295,95.56687704757043,2,24.910625,10.825000000000001,0,2001,1
2001-01-14,,4.373223509442219,0,8.775,0.88,3.0612564566095535,20.0,5.216955948053702,8.86293811965249,18.40467113846255,1.0,3.848436688309153,3.6746671578146732,3.848436688309153,0.0,14.730003980647878,16.325332842185325,16.325332842185325,3.6746671578146732,95.48467223009385,2,25.231250000000003,8.775,0,2001,1
