,latitude,longitude,dec1,dec2,dec3
0,-7.63,-72.67,95.85051139135093,96.75091709435796,47.97884665363255
0,-8.17,-70.77,95.88272795437193,96.69526730365841,95.95726066770507
0,-9.97,-67.8,95.31982615948758,96.34596408865313,47.98692413657402
0,-11.0244,-68.735,66.2164601673405,0.0,0.0
0,-9.9578,-68.165,95.99980627483882,93.31299341005882,57.1615479719562
0,-8.1419,-70.3431,93.63135170178812,88.64146873327013,57.2526116517253
0,-7.6,-72.77,95.25233015944747,95.93830285031515,57.2477012654399
