,latitude,longitude,isna,isna,isna,isna,isna,isna,isna,isna,isna,isna
0,-7.63,-72.67,40.592413154246735,44.246515466007864,54.97684110396633,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,-8.17,-70.77,36.34140134829535,34.76509388825652,43.22097483827376,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,-9.97,-67.8,40.35402072833019,38.870443014027984,38.427616934085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,-11.0244,-68.735,,,,,,,,,,
0,-9.9578,-68.165,23.424985408045607,46.10643078854359,38.79862145741381,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,-8.1419,-70.3431,,,,,,,,,,
0,-7.6,-72.77,43.539244979851574,49.10772481921737,59.94851508686837,0.0,0.0,0.0,0.0,0.0,0.0,0.0
