,ETP,Esc,Apport,Kc,Evs,Hum,Dr,Vrad,StRurMax,Hr,Epc,Etr,Etm,Eps,StRur,StRuSurf,StRu,TP,EtrEtm,fase,tmed,prec,irrigacao,ano,mes
2003-07-21,3.6793930923229174,0,0.0,0.4,0.0,0,0,0,0,0,0,0.0,2.575575164626042,2.575575164626042,0,0.0,0.0,0,0.0,1,25.25,0.0,0,2003,7
2003-07-22,3.6848424593680718,0,0.0,0.4181818181818182,0.0,0,0,0.0,0,0,1.540934119372103,0.0,1.540934119372103,0.0,0.0,0.0,0.0,0.22906238494048575,0.0,1,25.25,0.0,0,2003,7
2003-07-23,3.690291826413225,0,0.0,0.4363636363636364,0.0,0,0,0.0,0,0,1.6103091606166802,0.0,1.6103091606166802,0.0,0.0,0.0,0.0,0.23890272378734778,0.0,1,25.25,0.0,0,2003,7
2003-07-24,3.6957411934583795,0,2.5,0.4545454545454546,0.3233773544276082,2.5,0,12.5,0.25,1.0,1.6798823606628999,0.25,1.6798823606628999,0.0,0.0,2.25,2.25,1.6328131340006211,14.881994469026228,1,26.0,2.5,0,2003,7
2003-07-25,3.701190560503534,0,3.75,0.4727272727272727,0.777250017705742,6.0,0,28.75,0.8250000000000001,1.0,1.7496537195107613,0.8250000000000001,1.7496537195107613,0.0,0.0,5.175,5.175,1.7003100039099583,47.15218736143325,1,26.0,3.75,0,2003,7
2003-07-26,3.706639927548688,0,0.25,0.4909090909090909,0.7037982562433072,6.0,0,25.875,1.3425,0.5716945996275605,1.819623237160265,0.7675,1.819623237160265,0.5750000000000001,0.0,4.6575,4.6575,1.605718618237399,42.179061265329494,1,25.75,0.25,0,2003,7
2003-07-27,3.7120892945938415,0,0.0,0.509090909090909,0.6051169561349785,6.0,0,23.2875,1.8082500000000001,0.2575694732476151,1.88979091361141,0.46575000000000005,1.88979091361141,1.3425,0.0,4.19175,4.19175,1.1913474764801628,24.645583627553112,1,26.0,0.0,0,2003,7
2003-07-28,3.717538661638996,0,0.0,0.5272727272727272,0.5454047439723841,6.0,0,20.958750000000002,2.227425,0.18818815448331594,1.9601567488641976,0.419175,1.9601567488641976,1.8082500000000001,0.0,3.772575,3.772575,1.037966531542153,21.384769368209394,1,25.5,0.0,0,2003,7
2003-07-29,3.72298802868415,0,0.0,0.5454545454545454,0.49158380468095875,6.0,0,18.862875,2.6046825,0.14483819045123542,2.030720742918627,0.37725749999999997,2.030720742918627,2.227425,0.0,3.3953175,3.3953175,0.9257809388355013,18.577517431460887,1,24.0,0.0,0,2003,7
2003-07-30,3.728437395729304,0,0.0,0.5636363636363636,0.4430730058080945,6.0,0,16.9765875,2.94421425,0.11532168557366368,2.1014828957746983,0.33953175,2.1014828957746983,2.6046825,0.0,3.05578575,3.05578575,0.8420983714405613,16.156769616477597,1,24.5,0.0,0,2003,7
2003-07-31,3.733886762774458,0,0.0,0.6,0.39934852866299364,6.0,0,15.27892875,3.249792825,0.0940301709848227,2.240332057664675,0.305578575,2.240332057664675,2.94421425,0.0,2.750207175,2.750207175,0.8026230906380601,13.639878693631493,2,25.5,0.0,0,2003,7
2003-08-01,3.7393361298196117,0,0.0,0.62,0.35993821688883193,6.0,0,13.751035875,3.5248135425,0.07802418884969999,2.318388400488159,0.2750207175,2.318388400488159,3.249792825,0.0,2.4751864575,2.4751864575,0.7530574174817362,11.862581672772851,2,25.5,0.0,0,2003,8
2003-08-02,3.743070829827862,0,0.0,0.64,0.32426793796086234,6.0,0,12.3759322875,3.77233218825,0.0656142230848511,2.3955653310898315,0.24751864575,2.3955653310898315,3.5248135425,0.0,2.22766781175,2.22766781175,0.7141431524088186,10.332368837438242,2,25.5,0.0,0,2003,8
2003-08-03,3.746805529836112,0,0.75,0.66,0.39048597780779626,6.0,0,11.13833905875,3.995098969425,0.24349003331825014,2.4728916496918343,0.972766781175,2.4728916496918343,3.02233218825,0.0,2.0049010305749997,2.0049010305749997,1.5011157498103178,39.33721808216805,2,26.25,0.75,0,2003,8
2003-08-04,3.7505402298443626,0,7.25,0.68,1.2148807523439855,9.254901030574999,0,26.29901030575,4.52107917554,1.0,2.5503673562941667,2.4743222568191756,2.5503673562941667,0.0,2.046756918720824,6.780578773755823,6.780578773755823,2.4743222568191756,97.0182687883251,2,26.0,7.25,0,2003,8
2003-08-05,3.7542749298526124,0,0.25,0.7000000000000001,0.9238153971432894,9.254901030574999,0,23.669109275174996,4.994461361043499,0.5546422134389193,2.627992450896829,2.2891426190968196,2.627992450896829,2.2243222568191756,0.48099648512750415,4.741436154659004,4.741436154659004,2.2891426190968196,87.10613374538524,2,25.25,0.25,0,2003,8
2003-08-06,3.7580096298608625,0,4.25,0.72,1.182646627942068,9.254901030574999,0,21.302198347657498,5.420505327996649,0.9513947759528597,2.705766933499821,2.6000413165115144,2.705766933499821,0.26346487591599477,2.5569991355691397,6.391394838147489,6.391394838147489,2.6000413165115144,96.09258226644252,2,26.0,4.25,0,2003,8
2003-08-07,3.7617443298691127,0,0.5,0.74,0.9073282910051705,9.254901030574999,0,19.171978512891748,5.803944898254484,0.5927759077901781,2.783690804103143,2.4669078072901107,2.783690804103143,2.363506192427509,0.9735308985368638,4.424487030857378,4.424487030857378,2.4669078072901107,88.62003652323396,2,26.25,0.5,0,2003,8
2003-08-08,3.7654790298773633,0,2.0,0.76,0.8466944917344389,9.254901030574999,0,17.254780661602574,6.149040511486535,0.5396982676516201,2.861764062706796,2.470038948105531,2.861764062706796,2.83041399971762,0.8485875636633842,3.954448082751847,3.954448082751847,2.470038948105531,86.3117606477051,2,27.25,2.0,0,2003,8
2003-08-09,3.769213729885613,0,24.0,0.78,2.638449610919929,20,7.954448082751846,69.25479744256731,7.534136460337882,1.0,2.9399867093107783,2.8505794619258507,2.9399867093107783,0.0,4.6835569984120315,17.14942053807415,17.14942053807415,2.8505794619258507,96.95892341615763,2,27.0,24.0,0,2003,8
2003-08-10,3.772948429893863,0,11.5,0.8,2.641063900925704,20,8.64942053807415,62.32931769831059,8.780722814304093,1.0,3.0183587439150905,2.926213358414778,3.0183587439150905,0.0,5.854509455889316,17.073786641585222,17.073786641585222,2.926213358414778,96.9471691963033,2,22.75,11.5,0,2003,8
2003-08-11,3.7766831299021133,0,0.25,0.8200000000000001,2.2899258464354473,20,0,56.096385928479535,9.902650532873684,0.7297477731309824,3.096880166519733,2.86241548730731,3.096880166519733,2.6762133584147776,4.364021687151597,14.461371154277913,14.461371154277913,2.86241548730731,92.42900381657601,2,23.0,0.25,0,2003,8
2003-08-12,3.8344915653742384,0,0.0,0.8400000000000001,1.9408202000188737,20,0,50.48674733563158,10.912385479586316,0.4924456383910611,3.2209729149143604,2.676490446609527,3.2209729149143604,5.538628845722087,2.697266187254702,11.784880707668385,11.784880707668385,2.676490446609527,83.09571416190222,2,22.5,0.0,0,2003,8
2003-08-13,3.892300000846363,0,0.0,0.86,1.6054601915951179,20,0,45.438072602068424,11.821146931627684,0.30504888063340796,3.3473780007278724,2.2236962545439805,3.3473780007278724,8.215119292331615,1.38233138475209,9.561184453124405,9.561184453124405,2.2236962545439805,66.43098729992393,2,22.25,0.0,0,2003,8
2003-08-14,3.9501084363184886,0,0.0,0.88,1.321870037931936,20,0,40.89426534186158,12.639032238464916,0.17408110447675784,3.47609542396027,1.6626000649514276,3.47609542396027,10.438815546875594,0.5376166266378939,7.898584388172977,7.898584388172977,1.6626000649514276,47.82952888724928,2,24.25,0.0,0,2003,8
2003-08-15,4.007916871790614,0,0.0,0.9,1.1079904371417144,20,0,36.804838807675424,13.375129014618425,0.09522999003593086,3.6071251846115526,1.2037676645221114,3.6071251846115526,12.101415611827022,0.06994573826929096,6.694816723650866,6.694816723650866,1.2037676645221114,33.37194033790496,2,25.25,0.0,0,2003,8
2003-08-16,4.065725307262738,0,11.75,0.92,2.6247045349409612,20,0,33.12435492690788,14.037616113156583,0.8892131495965645,3.7404672826817196,3.5346800971886636,3.7404672826817196,1.5551832763491333,8.947752739618785,14.910136626462203,14.910136626462203,3.5346800971886636,94.49835622287499,2,25.75,11.75,0,2003,8
2003-08-17,4.123533742734863,0,12.0,0.94,2.886473619914404,20,6.910136626462204,29.81191943421709,14.633854501840924,1.0,3.8761217181707712,3.7210315766360296,3.8761217181707712,0.0,10.912822925204894,16.27896842336397,16.27896842336397,3.7210315766360296,95.99883200757864,2,26.25,12.0,0,2003,8
2003-08-18,4.181342178206988,0,0.25,0.96,2.4189645490802123,20,0,26.83072749079538,15.17046905165683,0.7711981373274056,4.0140884910787085,3.691530389960255,4.0140884910787085,3.4710315766360296,8.007907085060546,12.837438033403716,12.837438033403716,3.691530389960255,91.96435001781009,2,26.25,0.25,0,2003,8
2003-08-19,4.239150613679113,0,0.0,0.98,1.904694166107983,20,0,24.147654741715847,15.653422146491147,0.5424283648926036,4.154367601405531,3.423252554921883,4.154367601405531,7.162561966596284,5.067607624972981,9.414185478481834,9.414185478481834,3.423252554921883,82.40129144478468,2,24.5,0.0,0,2003,8
2003-08-20,4.296959049151239,0,0.0,1.0,1.4158329318752745,20,0,21.732889267544262,16.08807993184203,0.34200883098756923,4.296959049151239,2.812784822812594,4.296959049151239,10.585814521518166,2.689480587511272,6.60140065566924,6.60140065566924,2.812784822812594,65.45989362798773,2,24.75,0.0,0,2003,8
2003-08-21,4.3547674846233635,0,0.0,1.018181818181818,1.0061647724897915,20,0,19.559600340789842,16.479271938657828,0.18694227547154477,4.433945075252879,2.0005599882264145,4.433945075252879,13.398599344330758,1.0801126061006547,4.600840667442825,4.600840667442825,2.0005599882264145,45.119187411502104,2,25.0,0.0,0,2003,8
2003-08-22,4.341362341957884,0,0.0,1.0363636363636364,0.6990870745244631,20,0,17.60364030671086,16.831344744792045,0.08509037358277739,4.499230063483625,1.2823361043456827,4.499230063483625,15.399159332557172,0.14984930788918938,3.3185045630971426,3.3185045630971426,1.2823361043456827,28.501234350145825,2,25.25,0.0,0,2003,8
2003-08-23,4.327957199292404,0,0.0,1.0545454545454545,0.502682100015934,20,0,15.843276276039777,17.14821027031284,0.027216533157280353,4.56402759198108,0.46671483340998493,4.56402759198108,16.681495436902857,0.0,2.8517897296871575,2.8517897296871575,0.8001668261889329,10.225942416079933,2,26.25,0.0,0,2003,8
2003-08-24,4.314552056626925,0,20.75,1.0727272727272728,3.0201864396388474,20,3.601789729687159,14.258948648435794,17.433389243281557,1.0,4.628337660745247,4.424456801616677,4.628337660745247,0.0,13.008932441664879,15.575543198383322,15.575543198383322,4.424456801616677,95.59494414468149,2,26.75,20.75,0,2003,8
2003-08-25,4.301146913961446,0,0.0,1.0909090909090908,2.3447444846349863,20,0,12.833053783592216,17.6900503189534,0.7498900951753515,4.692160269776123,4.272558959861603,4.692160269776123,4.424456801616676,8.99303455747512,11.30298423852172,11.30298423852172,4.272558959861603,91.05739604383675,2,26.25,0.0,0,2003,8
2003-08-26,4.287741771295967,0,15.75,1.1090909090909091,3.0014192399071766,20,7.05298423852172,11.549748405233,17.92104528705806,1.0,4.755495419073709,4.548508065837517,4.755495419073709,0.0,13.372537221220544,15.451491934162483,15.451491934162483,4.548508065837517,95.64740715749633,2,27.75,15.75,0,2003,8
2003-08-27,4.274336628630488,0,0.25,1.1272727272727272,2.3489711734417904,20,0,10.394773564709698,18.128940758352254,0.7628924864869927,4.818343108638004,4.40880755542445,4.818343108638004,4.298508065837517,9.421625137090288,11.292684378738034,11.292684378738034,4.40880755542445,91.50049002364804,2,25.75,0.25,0,2003,8
