,ETP,Esc,Apport,Kc,Evs,Hum,Dr,Vrad,StRurMax,Hr,Epc,Etr,Etm,Eps,StRur,StRuSurf,StRu,TP,EtrEtm,fase,tmed,prec,irrigacao,ano,mes
2011-07-21,,0,0.0,0.4,,0,0,0,0,0,0,,,,0,,,0,,1,26.0,0.0,0,2011,7
2011-07-22,,0,0.0,0.4181818181818182,,0,0,0.0,0,0,,,,0.0,,,,,,1,,0.0,0,2011,7
2011-07-23,,0,0.0,0.4363636363636364,,0,0,0.0,0,0,,,,,,,,,,1,23.35,0.0,0,2011,7
2011-07-24,,0,0.0,0.4545454545454546,,0,0,0.0,0,0,,,,,,,,,,1,23.9,0.0,0,2011,7
2011-07-25,,0,0.0,0.4727272727272727,,0,0,0.0,0,0,,,,,,,,,,1,24.45,0.0,0,2011,7
2011-07-26,,0,0.0,0.4909090909090909,,0,0,0.0,0,0,,,,,,,,,,1,24.85,0.0,0,2011,7
2011-07-27,,0,0.0,0.509090909090909,,0,0,0.0,0,0,,,,,,,,,,1,25.6,0.0,0,2011,7
2011-07-28,,0,0.0,0.5272727272727272,,0,0,0.0,0,0,,,,,,,,,,1,25.25,0.0,0,2011,7
2011-07-29,,0,0.0,0.5454545454545454,,0,0,0.0,0,0,,,,,,,,,,1,,0.0,0,2011,7
2011-07-30,,0,0.0,0.5636363636363636,,0,0,0.0,0,0,,,,,,,,,,1,26.45,0.0,0,2011,7
2011-07-31,,0,0.0,0.6,,0,0,0.0,0,0,,,,,,,,,,2,26.5,0.0,0,2011,7
2011-08-01,,0,4.0,0.62,,0,0,0.0,0,0,,,,,,,,,,2,27.2,4.0,0,2011,8
2011-08-02,,0,1.6,0.64,,0,0,0.0,0,0,,,,,,,,,,2,21.25,1.6,0,2011,8
2011-08-03,,0,0.0,0.66,,0,0,0.0,0,0,,,,,,,,,,2,17.85,0.0,0,2011,8
2011-08-04,,0,0.0,0.68,,0,0,0.0,0,0,,,,,,,,,,2,18.65,0.0,0,2011,8
2011-08-05,,0,0.0,0.7000000000000001,,0,0,0.0,0,0,,,,,,,,,,2,,0.0,0,2011,8
2011-08-06,,0,0.0,0.72,,0,0,0.0,0,0,,,,,,,,,,2,24.15,0.0,0,2011,8
2011-08-07,,0,0.0,0.74,,0,0,0.0,0,0,,,,,,,,,,2,25.85,0.0,0,2011,8
2011-08-08,,0,0.0,0.76,,0,0,0.0,0,0,,,,,,,,,,2,27.1,0.0,0,2011,8
2011-08-09,,0,0.0,0.78,,0,0,0.0,0,0,,,,,,,,,,2,27.2,0.0,0,2011,8
2011-08-10,,0,0.0,0.8,,0,0,0.0,0,0,,,,,,,,,,2,26.95,0.0,0,2011,8
2011-08-11,,0,0.0,0.8200000000000001,,0,0,0.0,0,0,,,,,,,,,,2,26.6,0.0,0,2011,8
2011-08-12,,0,0.0,0.8400000000000001,,0,0,0.0,0,0,,,,,,,,,,2,,0.0,0,2011,8
2011-08-13,,0,0.0,0.86,,0,0,0.0,0,0,,,,,,,,,,2,26.65,0.0,0,2011,8
2011-08-14,,0,5.8,0.88,,0,0,0.0,0,0,,,,,,,,,,2,27.4,5.8,0,2011,8
2011-08-15,,0,0.4,0.9,,0,0,0.0,0,0,,,,,,,,,,2,26.8,0.4,0,2011,8
2011-08-16,,0,1.4,0.92,,0,0,0.0,0,0,,,,,,,,,,2,26.55,1.4,0,2011,8
2011-08-17,,0,0.0,0.94,,0,0,0.0,0,0,,,,,,,,,,2,27.25,0.0,0,2011,8
2011-08-18,,0,0.0,0.96,,0,0,0.0,0,0,,,,,,,,,,2,27.65,0.0,0,2011,8
2011-08-19,,0,0.0,0.98,,0,0,0.0,0,0,,,,,,,,,,2,,0.0,0,2011,8
2011-08-20,,0,0.4,1.0,,0,0,0.0,0,0,,,,,,,,,,2,26.5,0.4,0,2011,8
2011-08-21,,0,0.0,1.018181818181818,,0,0,0.0,0,0,,,,,,,,,,2,17.2,0.0,0,2011,8
2011-08-22,,0,0.0,1.0363636363636364,,0,0,0.0,0,0,,,,,,,,,,2,18.4,0.0,0,2011,8
2011-08-23,,0,0.0,1.0545454545454545,,0,0,0.0,0,0,,,,,,,,,,2,19.3,0.0,0,2011,8
2011-08-24,,0,0.0,1.0727272727272728,,0,0,0.0,0,0,,,,,,,,,,2,20.85,0.0,0,2011,8
2011-08-25,,0,0.0,1.0909090909090908,,0,0,0.0,0,0,,,,,,,,,,2,23.6,0.0,0,2011,8
2011-08-26,,0,0.0,1.1090909090909091,,0,0,0.0,0,0,,,,,,,,,,2,,0.0,0,2011,8
2011-08-27,,0,0.0,1.1272727272727272,,0,0,0.0,0,0,,,,,,,,,,2,26.65,0.0,0,2011,8
2011-08-28,,0,0.0,1.1454545454545455,,0,0,0.0,0,0,,,,,,,,,,2,27.7,0.0,0,2011,8
2011-08-29,,0,0.0,1.1636363636363636,,0,0,0.0,0,0,,,,,,,,,,2,28.3,0.0,0,2011,8
2011-08-30,,0,0.0,1.2,,0,0,0.0,0,0,,,,,,,,,,2,28.1,0.0,0,2011,8
2011-08-31,,0,0.4,1.2,,0,0,0.0,0,0,,,,,,,,,,2,27.75,0.4,0,2011,8
2011-09-01,,0,0.0,1.2,,0,0,0.0,0,0,,,,,,,,,,2,26.15,0.0,0,2011,9
2011-09-02,,0,0.0,1.2,,0,0,0.0,0,0,,,,,,,,,,2,,0.0,0,2011,9
2011-09-03,,0,0.0,1.2,,0,0,0.0,0,0,,,,,,,,,,2,25.9,0.0,0,2011,9
2011-09-04,,0,0.0,1.2,,0,0,0.0,0,0,,,,,,,,,,3,27.25,0.0,0,2011,9
2011-09-05,,0,0.0,1.2,,0,0,0.0,0,0,,,,,,,,,,3,27.6,0.0,0,2011,9
2011-09-06,,0,0.0,1.2,,0,0,0.0,0,0,,,,,,,,,,3,28.5,0.0,0,2011,9
2011-09-07,,0,0.0,1.2,,0,0,0.0,0,0,,,,,,,,,,3,28.45,0.0,0,2011,9
2011-09-08,,0,0.6,1.2,,0,0,0.0,0,0,,,,,,,,,,3,28.3,0.6,0,2011,9
2011-09-09,,0,0.0,1.2,,0,0,0.0,0,0,,,,,,,,,,3,,0.0,0,2011,9
2011-09-10,,0,0.0,1.2,,0,0,0.0,0,0,,,,,,,,,,3,25.6,0.0,0,2011,9
2011-09-11,,0,0.0,1.2,,0,0,0.0,0,0,,,,,,,,,,3,27.25,0.0,0,2011,9
2011-09-12,,0,0.0,1.2,,0,0,0.0,0,0,,,,,,,,,,3,27.3,0.0,0,2011,9
2011-09-13,,0,0.0,1.2,,0,0,0.0,0,0,,,,,,,,,,3,26.35,0.0,0,2011,9
2011-09-14,,0,1.4,1.2,,0,0,0.0,0,0,,,,,,,,,,3,26.65,1.4,0,2011,9
2011-09-15,,0,0.2,1.2,,0,0,0.0,0,0,,,,,,,,,,3,27.3,0.2,0,2011,9
2011-09-16,,0,0.66,1.2,,0,0,0.0,0,0,,,,,,,,,,3,,0.66,0,2011,9
2011-09-17,,0,1.68,1.2,,0,0,0.0,0,0,,,,,,,,,,3,,1.68,0,2011,9
2011-09-18,,0,1.89,1.2,,0,0,0.0,0,0,,,,,,,,,,3,,1.89,0,2011,9
2011-09-19,,0,2.0,1.2,,0,0,0.0,0,0,,,,,,,,,,3,26.9,2.0,0,2011,9
2011-09-20,,0,0.0,1.18,,0,0,0.0,0,0,,,,,,,,,,3,27.15,0.0,0,2011,9
2011-09-21,,0,0.0,1.16,,0,0,0.0,0,0,,,,,,,,,,3,27.45,0.0,0,2011,9
2011-09-22,,0,0.0,1.14,,0,0,0.0,0,0,,,,,,,,,,3,27.35,0.0,0,2011,9
2011-09-23,,0,0.0,1.1199999999999999,,0,0,0.0,0,0,,,,,,,,,,3,,0.0,0,2011,9
2011-09-24,,0,7.8,1.1,,0,0,0.0,0,0,,,,,,,,,,3,25.25,7.8,0,2011,9
2011-09-25,,0,0.0,1.08,,0,0,0.0,0,0,,,,,,,,,,3,25.8,0.0,0,2011,9
2011-09-26,,0,0.0,1.06,,0,0,0.0,0,0,,,,,,,,,,3,27.45,0.0,0,2011,9
2011-09-27,,0,16.4,1.04,,0,0,0.0,0,0,,,,,,,,,,3,27.5,16.4,0,2011,9
2011-09-28,,0,0.0,1.02,,0,0,0.0,0,0,,,,,,,,,,3,27.25,0.0,0,2011,9
2011-09-29,,0,0.0,1.0,,0,0,0.0,0,0,,,,,,,,,,3,27.75,0.0,0,2011,9
2011-09-30,,0,0.0,0.98,,0,0,0.0,0,0,,,,,,,,,,3,,0.0,0,2011,9
2011-10-01,,0,0.0,0.96,,0,0,0.0,0,0,,,,,,,,,,3,27.3,0.0,0,2011,10
2011-10-02,,0,0.0,0.9400000000000001,,0,0,0.0,0,0,,,,,,,,,,3,26.4,0.0,0,2011,10
2011-10-03,,0,12.6,0.92,,0,0,0.0,0,0,,,,,,,,,,3,26.85,12.6,0,2011,10
2011-10-04,,0,0.4,0.9,,0,0,0.0,0,0,,,,,,,,,,4,26.7,0.4,0,2011,10
2011-10-05,,0,0.8,0.88,,0,0,0.0,0,0,,,,,,,,,,4,25.5,0.8,0,2011,10
2011-10-06,,0,0.0,0.8600000000000001,,0,0,0.0,0,0,,,,,,,,,,4,26.8,0.0,0,2011,10
2011-10-07,,0,2.73,0.8400000000000001,,0,0,0.0,0,0,,,,,,,,,,4,,2.73,0,2011,10
2011-10-08,,0,0.4,0.8200000000000001,,0,0,0.0,0,0,,,,,,,,,,4,27.0,0.4,0,2011,10
2011-10-09,,0,6.6,0.8,,0,0,0.0,0,0,,,,,,,,,,4,26.7,6.6,0,2011,10
2011-10-10,,0,0.2,0.78,,0,0,0.0,0,0,,,,,,,,,,4,28.15,0.2,0,2011,10
2011-10-11,,0,0.0,0.76,,0,0,0.0,0,0,,,,,,,,,,4,27.65,0.0,0,2011,10
2011-10-12,,0,3.4,0.74,,0,0,0.0,0,0,,,,,,,,,,4,27.7,3.4,0,2011,10
2011-10-13,,0,0.0,0.72,,0,0,0.0,0,0,,,,,,,,,,4,28.1,0.0,0,2011,10
2011-10-14,,0,0.75,0.7,,0,0,0.0,0,0,,,,,,,,,,4,,0.75,0,2011,10
2011-10-15,,0,0.0,0.68,,0,0,0.0,0,0,,,,,,,,,,4,27.5,0.0,0,2011,10
2011-10-16,,0,4.6,0.66,,0,0,0.0,0,0,,,,,,,,,,4,27.1,4.6,0,2011,10
2011-10-17,,0,5.2,0.64,,0,0,0.0,0,0,,,,,,,,,,4,22.2,5.2,0,2011,10
2011-10-18,,0,0.8,0.62,,0,0,0.0,0,0,,,,,,,,,,4,24.45,0.8,0,2011,10
2011-10-19,,0,0.0,0.6,,0,0,0.0,0,0,,,,,,,,,,4,26.25,0.0,0,2011,10
2011-10-20,,0,0.0,0.6,,0,0,0.0,0,0,,,,,,,,,,4,27.65,0.0,0,2011,10
2011-10-21,,0,0.0,0.6,,0,0,0.0,0,0,,,,,,,,,,4,,0.0,0,2011,10
2011-10-22,,0,0.0,0.6,,0,0,0.0,0,0,,,,,,,,,,4,26.6,0.0,0,2011,10
2011-10-23,,0,2.4,0.6,,0,0,0.0,0,0,,,,,,,,,,4,28.0,2.4,0,2011,10
