,ETP,Esc,Apport,Kc,Evs,Hum,Dr,Vrad,StRurMax,Hr,Epc,Etr,Etm,Eps,StRur,StRuSurf,StRu,TP,EtrEtm,fase,tmed,prec,irrigacao,ano,mes
2000-07-21,4.2462235700203,0,0.0,0.4,0.0,0,0,0,0,0,0,0.0,2.97235649901421,2.97235649901421,0,0.0,0.0,0,0.0,1,24.75,0.0,0,2000,7
2000-07-22,4.243877660689314,0,0.0,0.4181818181818182,0.0,0,0,0.0,0,0,1.774712476288259,0.0,1.774712476288259,0.0,0.0,0.0,0.0,0.21737346709467797,0.0,1,26.4,0.0,0,2000,7
2000-07-23,4.241531751358329,0,0.0,0.4363636363636364,0.0,0,0,0.0,0,0,1.8508502187745435,0.0,1.8508502187745435,0.0,0.0,0.0,0.0,0.22687567087945465,0.0,1,27.6,0.0,0,2000,7
2000-07-24,4.239185842027345,0,28.5,0.4545454545454546,2.967430089419141,20,8.5,100.0,2.0,1.0,1.926902655466975,2.967430089419141,2.967430089419141,0.0,0,17.032569910580857,17.032569910580857,1.844929100674564,100.0,1,19.9,28.5,0,2000,7
2000-07-25,4.236839932696359,0,3.2,0.4727272727272727,2.9657879528874513,20,0.23256991058085674,90.0,3.8,1.0,2.0028697863655514,2.9657879528874513,2.9657879528874513,0.0,0.8342120471125485,17.034212047112547,17.034212047112547,1.9177619879095407,100.0,1,22.05,3.2,0,2000,7
2000-07-26,4.234494023365373,0,0.0,0.4909090909090909,2.524594418718278,20,0,81.0,5.42,0.4528066507587728,2.078751611470274,2.524594418718278,2.964145816355761,2.9657879528874513,0,14.509617628394269,14.509617628394269,1.5860889815030468,85.17106023556273,1,23.1,0.0,0,2000,7
2000-07-27,4.232148114034389,0,0.0,0.509090909090909,2.1492397808479122,20,0,72.9,6.878,0.21198022681011924,2.154548130781143,2.1492397808479122,2.962503679824072,5.42,0,12.360377847546356,12.360377847546356,1.0814329306723083,72.54808814197135,1,24.95,0.0,0,2000,7
2000-07-28,4.229802204703403,0,0.0,0.5272727272727272,1.8298683714681538,20,0,65.61,8.1902,0.1602158677443774,2.2302593442981578,1.8298683714681538,2.9608615432923817,6.878000000000001,0,10.530509476078203,10.530509476078203,0.9457096760387254,61.80188923773179,1,25.7,0.0,0,2000,7
2000-07-29,4.227456295372418,0,0.0,0.5454545454545454,1.5581044002343998,20,0,59.049,9.37118,0.12602254998836857,2.305885252021319,1.5581044002343998,2.9592194067606927,8.1902,0,8.972405075843803,8.972405075843803,0.848010647242725,52.65254738039102,1,26.3,0.0,0,2000,7
2000-07-30,4.225110386041433,0,0.0,0.5636363636363636,1.3268290655801482,20,0,53.144099999999995,10.434062,0.10186655973483767,2.381425853950626,1.3268290655801482,2.9575772702290033,9.37118,0,7.645576010263654,7.645576010263654,0.7753885658865464,44.862025379219006,1,27.0,0.0,0,2000,7
2000-07-31,4.222764476710448,0,0.0,0.6,1.1299913373045833,20,0,47.82968999999999,11.390655800000001,0.083980572918374,2.5336586860262686,1.1299913373045833,2.9559351336973134,10.434062,0,6.51558467295907,6.51558467295907,0.742532306704499,38.22788005131827,2,26.95,0.0,0,2000,7
2000-08-01,4.220418567379463,0,0.0,0.62,0.9624473085881327,20,0,43.046721,12.25159022,0.07027123863435909,2.616659511775267,0.9624473085881327,2.954292997165624,11.390655800000001,0,5.553137364370937,5.553137364370937,0.6996024356540383,32.57792336479535,2,26.95,0.0,0,2000,8
2000-08-02,4.236462403985786,0,20.5,0.64,2.96552368279005,20,6.0531373643709365,38.7420489,13.026431198000001,1.0,2.711335938550903,2.96552368279005,2.96552368279005,0.0,10.060907515209951,17.03447631720995,17.03447631720995,2.596144612350558,100.0,2,21.0,20.5,0,2000,8
2000-08-03,4.252506240592109,0,0.4,0.66,2.5949076769136723,20,0,34.86784400999999,13.7237880782,0.8130600918513643,2.8066541187907923,2.6041842905242762,2.8066541187907923,2.565523682790049,8.554080104885674,14.830292026685672,14.830292026685672,2.6041842905242762,92.78607838026912,2,26.8,0.4,0,2000,8
2000-08-04,4.268550077198432,0,3.2,0.68,2.693712154784679,20,0,31.381059608999998,14.35140927038,0.8627515990795674,2.902614052494934,2.7213405052808572,2.902614052494934,1.9697079733143266,9.660360791784816,15.308951521404815,15.308951521404815,2.7213405052808572,93.7548174185175,2,26.8,3.2,0,2000,8
2000-08-05,4.284593913804755,0.8599999999999994,33.44,0.7000000000000001,2.999215739663328,20,28.748951521404813,28.242953648100002,14.916268343341999,1.0,2.9992157396633283,2.999215739663328,2.999215739663328,0.0,11.917052603678671,17.000784260336673,17.000784260336673,2.868859447851307,100.0,2,25.25,34.3,0,2000,8
2000-08-06,4.300637750411078,0,0.0,0.72,2.558997510180943,20,0,25.418658283290007,15.424641509007799,0.8055568592688639,3.096459180295976,2.8649926648142046,3.096459180295976,2.9992157396633274,9.560433104530267,14.135791595522468,14.135791595522468,2.8649926648142046,92.52480003758207,2,27.3,0.0,0,2000,8
2000-08-07,4.316681587017401,0,0.0,0.74,2.1356898954407506,20,0,22.876792454961006,15.882177358107018,0.6307679814767866,3.1943443743928768,2.764102172771246,3.1943443743928768,5.864208404477532,7.253866780858241,11.371689422751222,11.371689422751222,2.764102172771246,86.53112654131402,2,26.7,0.0,0,2000,8
2000-08-08,4.3327254236237245,0,3.1,0.76,2.1945649839659267,20,0,20.58911320946491,16.293959622296317,0.6607141109099134,3.2928713219540304,2.890175400826527,3.2928713219540304,5.528310577248778,7.875473644221012,11.581514021924695,11.581514021924695,2.890175400826527,87.77067544538791,2,26.15,3.1,0,2000,8
2000-08-09,4.348769260230047,0,23.2,0.78,3.0441384821610327,20,14.781514021924693,18.530201888518416,16.664563660066683,1.0,3.3920400229794367,3.240412003713661,3.3920400229794367,0.0,13.424151656353022,16.75958799628634,16.75958799628634,3.240412003713661,95.52988708156245,2,26.05,23.2,0,2000,8
2000-08-10,4.36481309683637,0,24.4,0.8,3.0553691677854586,20,21.159587996286334,16.677181699666583,16.998107294060016,1.0,3.491850477469096,3.3347208281533924,3.491850477469096,0.0,13.663386465906624,16.665279171846606,16.665279171846606,3.3347208281533924,95.50010373211651,2,25.65,24.4,0,2000,8
