,ETP,Esc,Apport,Kc,Evs,Hum,Dr,Vrad,StRurMax,Hr,Epc,Etr,Etm,Eps,StRur,StRuSurf,StRu,TP,EtrEtm,fase,tmed,prec,irrigacao,ano,mes
2011-07-21,4.154939669212488,0,0.0,0.4,0.0,0,0,0,0,0,0,0.0,2.9084577684487414,2.9084577684487414,0,0.0,0.0,0,0.0,1,27.65,0.0,0,2011,7
2011-07-22,4.172513628777684,0,0.0,0.4181818181818182,0.0,0,0,0.0,0,0,1.7448693356706677,0.0,1.7448693356706677,0.0,0.0,0.0,0.0,0.21886562412555755,0.0,1,22.5,0.0,0,2011,7
2011-07-23,4.1900875883428785,0,0.0,0.4363636363636364,0.0,0,0,0.0,0,0,1.828401856731438,0.0,1.828401856731438,0.0,0.0,0.0,0.0,0.22799808898160995,0.0,1,24.2,0.0,0,2011,7
2011-07-24,4.2076615479080735,0,0.0,0.4545454545454546,0.0,0,0,0.0,0,0,1.9125734308673064,0.0,1.9125734308673064,0.0,0.0,0.0,0.0,0.23709860118390744,0.0,1,25.8,0.0,0,2011,7
2011-07-25,4.225235507473269,0,0.0,0.4727272727272727,0.0,0,0,0.0,0,0,1.9973840580782727,0.0,1.9973840580782727,0.0,0.0,0.0,0.0,0.24616716073245,0.0,1,26.95,0.0,0,2011,7
2011-07-26,4.242809467038464,0,0.0,0.4909090909090909,0.0,0,0,0.0,0,0,2.082833738364337,0.0,2.082833738364337,0.0,0.0,0.0,0.0,0.2552037676272377,0.0,1,27.5,0.0,0,2011,7
2011-07-27,4.26038342660366,0,0.0,0.509090909090909,0.0,0,0,0.0,0,0,2.1689224717254993,0.0,2.1689224717254993,0.0,0.0,0.0,0.0,0.2642084218682704,0.0,1,28.1,0.0,0,2011,7
2011-07-28,4.277957386168856,0,0.0,0.5272727272727272,0.0,0,0,0.0,0,0,2.25565025816176,0.0,2.25565025816176,0.0,0.0,0.0,0.0,0.2731811234555483,0.0,1,27.65,0.0,0,2011,7
2011-07-29,4.295531345734051,0,0.0,0.5454545454545454,0.0,0,0,0.0,0,0,2.3430170976731186,0.0,2.3430170976731186,0.0,0.0,0.0,0.0,0.2821218723890713,0.0,1,26.5,0.0,0,2011,7
2011-07-30,4.313105305299246,0,0.0,0.5636363636363636,0.0,0,0,0.0,0,0,2.431022990259575,0.0,2.431022990259575,0.0,0.0,0.0,0.0,0.2910306686688394,0.0,1,28.1,0.0,0,2011,7
2011-07-31,4.330679264864441,0,0.0,0.6,0.0,0,0,0.0,0,0,2.5984075589186646,0.0,2.5984075589186646,0.0,0.0,0.0,0.0,0.30927962205406667,0.0,2,28.5,0.0,0,2011,7
2011-08-01,4.348253224429636,0,0.0,0.62,0.0,0,0,0.0,0,0,2.6959169991463745,0.0,2.6959169991463745,0.0,0.0,0.0,0.0,0.3190441500426813,0.0,2,28.9,0.0,0,2011,8
2011-08-02,4.3236106850113725,0,0.0,0.64,0.0,0,0,0.0,0,0,2.7671108384072785,0.0,2.7671108384072785,0.0,0.0,0.0,0.0,0.33012445807963603,0.0,2,24.0,0.0,0,2011,8
2011-08-03,4.298968145593108,0,0.0,0.66,0.0,0,0,0.0,0,0,2.837318976091451,0.0,2.837318976091451,0.0,0.0,0.0,0.0,0.3412540511954274,0.0,2,22.85,0.0,0,2011,8
2011-08-04,4.274325606174843,0,0.2,0.68,0.0299202792432239,0.2,0,1.0,0.02,1.0,2.9065414121988935,0.02,2.9065414121988935,0.0,0.0,0.18000000000000002,0.18000000000000002,2.7808090762106077,0.6881030463236836,2,19.2,0.2,0,2011,8
2011-08-05,4.249683066756578,0,0.0,0.7000000000000001,0.026773003320566445,0.2,0,0.9000000000000001,0.038000000000000006,0.47368421052631576,2.974778146729605,0.018000000000000002,2.974778146729605,0.020000000000000004,0.0,0.16200000000000003,0.16200000000000003,2.3123975428665244,0.6050871396843069,2,22.0,0.0,0,2011,8
2011-08-06,4.225040527338313,0,0.0,0.72,0.02395597979000824,0.2,0,0.8099999999999999,0.054200000000000005,0.29889298892988925,3.0420291796835857,0.0162,3.0420291796835857,0.038000000000000006,0.0,0.14580000000000004,0.14580000000000004,1.8719502792302378,0.5325392704380643,2,27.45,0.0,0,2011,8
2011-08-07,4.2003979879200495,0,0.2,0.74,0.05083741684779636,0.34580000000000005,0,1.4580000000000002,0.08336,1.0,3.1082945110608367,0.08336,3.1082945110608367,0.0,0.0,0.26244000000000006,0.26244000000000006,2.978607637945038,2.681856551989016,2,28.4,0.2,0,2011,8
2011-08-08,4.175755448501785,0,0.0,0.76,0.0383559840966683,0.34580000000000005,0,1.3122000000000003,0.10960400000000001,0.23944381591912708,3.1735741408613563,0.026244000000000007,3.1735741408613563,0.08336,0.0,0.23619600000000004,0.23619600000000004,1.7354072299224852,0.8269540535415689,2,28.6,0.0,0,2011,8
2011-08-09,4.15111290908352,0,0.0,0.78,0.03431666926358619,0.34580000000000005,0,1.1809800000000004,0.1332236,0.17729291206663086,3.237868069085146,0.023619600000000004,3.237868069085146,0.109604,0.0,0.21257640000000005,0.21257640000000005,1.4887858206833111,0.7294800002976551,2,29.15,0.0,0,2011,8
2011-08-10,4.126470369665255,0,0.0,0.8,0.030701657556153828,0.34580000000000005,0,1.0628820000000003,0.15448124,0.1376066116507092,3.3011762957322044,0.021257640000000005,3.3011762957322044,0.1332236,0.0,0.19131876000000006,0.19131876000000006,1.3139253086642373,0.6439413740938982,2,29.65,0.0,0,2011,8
2011-08-11,4.101827830246991,0,0.0,0.8200000000000001,0.027466481497572075,0.34580000000000005,0,0.9565938000000003,0.173613116,0.11019833317201683,3.363498820802533,0.019131876000000006,3.363498820802533,0.15448124000000002,0.0,0.17218688400000004,0.17218688400000004,1.1854254603697687,0.5688087619259259,2,29.85,0.0,0,2011,8
2011-08-12,4.104889530012388,0,0.0,0.8400000000000001,0.02473828480679702,0.34580000000000005,0,0.8609344200000002,0.19083180440000003,0.09022965775614708,3.4481072052104063,0.017218688400000005,3.4481072052104063,0.173613116,0.0,0.15496819560000002,0.15496819560000002,1.086903084652195,0.49936638785421134,2,27.5,0.0,0,2011,8
2011-08-13,4.107951229777784,0,0.0,0.86,0.022281062639201252,0.34580000000000005,0,0.7748409780000001,0.20632862396000004,0.07510746333966875,3.5328380576088945,0.015496819560000001,3.5328380576088945,0.19083180440000003,0.0,0.13947137604,0.13947137604,1.0102423505450888,0.4386507195432729,2,29.25,0.0,0,2011,8
2011-08-14,4.111012929543181,0,4.8,0.88,0.7107180742203111,4.93947137604,0,23.665713760400003,0.679642899168,1.0,3.617691377997999,0.679642899168,3.617691377997999,0.0,0.0,4.259828476872,4.259828476872,3.4739914851995315,18.786646735579442,2,28.25,4.8,0,2011,8
2011-08-15,4.114074629308577,0,13.2,0.9,2.514086307907248,17.459828476871998,0,83.90092788851999,2.3576614569384,1.0,3.7026671663777195,2.3576614569384,3.7026671663777195,0.0,0.0,15.102167019933598,15.102167019933598,3.5553279974637686,63.67467965652649,2,26.45,13.2,0,2011,8
2011-08-16,4.117136329073975,0,0.0,0.92,2.176218816992901,17.459828476871998,0,75.51083509966799,3.8678781589317595,0.3904509500915756,3.787765422748057,1.5102167019933597,3.787765422748057,2.3576614569384,0.0,13.591950317940238,13.591950317940238,2.739589525566248,39.87091420507462,2,27.8,0.0,0,2011,8
2011-08-17,4.120198028839371,0,0.0,0.94,1.960053441782101,17.459828476871998,0,67.9597515897012,5.2270731907257835,0.2600298450393993,3.8729861471090086,1.359195031794024,3.8729861471090086,3.8678781589317595,0.0,12.232755286146215,12.232755286146215,2.249315248260902,35.0942394361156,2,28.3,0.0,0,2011,8
2011-08-18,4.123259728604768,0,2.6,0.96,2.140575588746566,17.459828476871998,0,61.16377643073108,6.450348719340405,0.5927238502859702,3.958329339460577,3.4025049980238857,3.958329339460577,2.627073190725783,0.4207705305907363,11.430250288122329,11.430250288122329,3.4025049980238857,85.95810773258103,2,28.4,2.6,0,2011,8
2011-08-19,4.126321428370164,0,0.0,0.98,1.6507710343429693,17.459828476871998,0,55.04739878765797,7.551296695093565,0.20151750987782382,4.043794999802761,1.5217185063438958,4.043794999802761,6.029578188749669,0.0,9.908531781778432,9.908531781778432,2.0194631568645685,37.63095078801272,2,,0.0,0,2011,8
