,temp dec,prec dec,ETR,ETM,ETP,ISNA
0,23.20625,82.8858823529412,2.58128132285606,2.6865012671351836,3.8378589530502625,96.24794117647059
1,23.050874999999998,105.10000000000001,2.585754207594833,2.6148966734710504,3.6310501099635117,98.9370180279552
2,23.350791666666666,85.69823529411765,3.284014619186107,3.391329721518116,3.804538235396314,96.86056713008728
3,23.375875,88.87352941176472,4.065768333688449,4.209903704238995,3.8956315578305256,96.56992636144301
4,23.606916666666667,51.913529411764706,4.2265789930743844,4.360186023077537,3.6334883525646133,96.93821058625389
5,23.309583333333332,76.83529411764707,4.072237733439311,4.155880194063612,3.4632334950530095,97.99634871219112
6,23.644,60.54294117647058,3.5290423990518165,3.5691841411065326,3.2821147807556743,98.86919400889654
7,23.124625,44.87771241830065,2.970321566063359,3.0137723282438307,3.3100579612751964,98.56109701587152
8,23.003083333333333,39.19277777777778,2.410564513294959,2.4350297539147103,3.338027293832546,99.00167199219545
9,22.827041666666666,48.43944444444445,2.248682156749765,2.248682156749765,3.2124030810710926,100.0
10,23.20625,82.8858823529412,,,,
11,23.050874999999998,105.10000000000001,,,,
12,23.350791666666666,85.69823529411765,,,,
13,23.375875,88.87352941176472,,,,
14,23.606916666666667,51.913529411764706,,,,
15,23.309583333333332,76.83529411764707,,,,
16,23.644,60.54294117647058,,,,
17,23.124625,44.87771241830065,,,,
18,23.003083333333333,39.19277777777778,,,,
19,22.827041666666666,48.43944444444445,,,,
20,22.2345,37.88111111111111,,,,
21,21.680708333333335,25.741666666666667,,,,
22,21.07645833333333,19.690555555555555,,,,
23,19.35429166666667,12.141111111111114,,,,
24,18.662125,16.294444444444448,,,,
25,18.221666666666664,25.318888888888893,,,,
26,17.763958333333335,15.036111111111111,,,,
27,18.008708333333335,2.1849999999999996,,,,
28,17.71270833333333,6.341111111111111,,,,
29,17.938958333333336,2.087222222222222,,,,
30,17.514208333333336,6.893888888888889,,,,
31,18.031625,8.072222222222221,,,,
32,18.570249999999998,2.0305555555555554,,,,
33,19.183666666666664,1.7572222222222225,,,,
34,19.958125000000003,13.565000000000001,,,,
35,20.515958333333334,14.544215686274509,,,,
36,21.37525,22.72666666666667,,,,
37,21.635,29.16228758169935,,,,
38,21.801735507246377,27.34529411764706,,,,
39,22.764695652173913,27.428823529411762,,,,
40,22.684391304347827,50.597647058823526,,,,
41,22.685,46.85823529411765,,,,
42,22.560434782608695,61.767058823529425,,,,
43,22.340652173913043,61.4264705882353,,,,
44,22.834826086956518,81.05529411764707,,,,
45,23.03791304347826,91.07882352941178,,,,
46,22.77942028985508,,,,,
47,0.0,0.0,0.0,0.0,0.0,0.0
