,temp dec,prec dec,ETR,ETM,ETP,ISNA
0,25.2502,55.31882352941177,2.4658986084140295,3.235498532513404,4.622140760733434,76.66926828120359
1,25.25444,66.76294117647059,3.067766864960955,3.1109338549130197,4.333424032344891,98.68175138926529
2,25.121625,67.19176470588236,3.807187331836869,3.9986742298319173,4.48360512012912,95.23993267978469
3,25.4924,71.45764705882354,4.845214368754981,5.116185665676069,4.732011033118987,94.69804893361768
4,25.81288,40.460588235294125,4.5711377741189185,5.365853733925996,4.471544778271663,84.98260628997949
5,25.300759999999997,65.53470588235294,4.745004709990797,5.090482575331988,4.242068812776657,93.22780668451156
6,26.439088004389674,63.74561928211572,4.601227655288474,4.826537908878423,4.393918619123875,95.33171317915453
7,26.532469117349184,40.46997453642712,3.7958197522696686,4.196667248320127,4.608130259013383,90.54220570118532
8,26.396915533229468,63.272250628130216,3.173423450370514,3.244334234040219,4.4560296866356826,97.91798669300528
9,25.57226198523662,43.22986474511452,2.9411980181349033,2.9622954882880945,4.231850697554422,99.3120292654986
10,25.2502,55.31882352941177,,,,
11,25.25444,66.76294117647059,,,,
12,25.121625,67.19176470588236,,,,
13,25.4924,71.45764705882354,,,,
14,25.81288,40.460588235294125,,,,
15,25.300759999999997,65.53470588235294,,,,
16,26.439088004389674,63.74561928211572,,,,
17,26.532469117349184,40.46997453642712,,,,
18,26.396915533229468,63.272250628130216,,,,
19,25.57226198523662,43.22986474511452,,,,
20,25.369220146441453,38.21926092694012,,,,
21,24.815587518021044,20.237725252313385,,,,
22,24.239244888782107,27.74167354985631,,,,
23,22.506512304545588,29.984454799984675,,,,
24,21.483678048979193,23.70492318039152,,,,
25,20.469731910733792,31.932055007154986,,,,
26,20.011691634707272,46.80693439007389,,,,
27,20.81129038088645,10.512271022353936,,,,
28,20.138527819256254,22.022262331470362,,,,
29,20.857754823570566,18.996389835923274,,,,
30,19.877111428680575,15.359569024891334,,,,
31,20.19653130254073,28.931424370418487,,,,
32,21.138467407235733,14.857556395560545,,,,
33,21.824292726521847,5.602238860759405,,,,
34,22.33657265861426,16.916643415838813,,,,
35,22.87677378752995,30.50937950062132,,,,
36,23.139789839501567,26.961641288989952,,,,
37,23.3555532981165,50.55765851383923,,,,
38,23.2581366858604,60.536546846537775,,,,
39,24.983638203246482,39.121451878286344,,,,
40,24.90187880253037,34.50633616395129,,,,
41,25.09756266302822,56.25904660104876,,,,
42,25.38243651546283,49.617262115008025,,,,
43,25.12712957582078,39.20389739545514,,,,
44,25.698598619767658,62.78120571017999,,,,
45,25.90060134492453,58.315935026584235,,,,
46,25.727954302214716,,,,,
47,0.0,0.0,0.0,0.0,0.0,0.0
