	data	tMin	tMin Estimada	tMed	tMed Estimada	tMax	tMax Estimada	urMin	urMin Estimada	urMax	urMax Estimada	precipitacao	precipitacao Estimada
0	1961-01-01	18.13	não	0.0	não	26.79	não	0.0	não	0.0	não	14.24	não
1	1961-01-02	16.28	não	0.0	não	26.44	não	0.0	não	0.0	não	6.0	não
