	data	tMin	tMin Estimada	tMed	tMed Estimada	tMax	tMax Estimada	urMin	urMin Estimada	urMax	urMax Estimada	precipitacao	precipitacao Estimada
0	1961-01-01	15.11	não	0.0	não	26.89	não	0.0	não	0.0	não	0.4	não
1	1961-01-02	15.26	não	0.0	não	26.98	não	0.0	não	0.0	não	2.48	não
