	data	tMin	tMin Estimada	tMed	tMed Estimada	tMax	tMax Estimada	urMin	urMin Estimada	urMax	urMax Estimada	precipitacao	precipitacao Estimada
0	1961-01-01	12.09	não	0.0	não	22.22	não	0.0	não	0.0	não	1.55	não
1	1961-01-02	12.79	não	0.0	não	23.64	não	0.0	não	0.0	não	2.26	não
