	data	tMin	tMin Estimada	tMed	tMed Estimada	tMax	tMax Estimada	urMin	urMin Estimada	urMax	urMax Estimada	precipitacao	precipitacao Estimada
0	1961-01-01	17.55	não	0.0	não	25.0	não	0.0	não	0.0	não	5.1	não
1	1961-01-02	16.45	não	0.0	não	25.07	não	0.0	não	0.0	não	2.02	não
