	data	tMin	tMin Estimada	tMed	tMed Estimada	tMax	tMax Estimada	urMin	urMin Estimada	urMax	urMax Estimada	precipitacao	precipitacao Estimada
0	1961-01-01	15.28	não	0.0	não	26.73	não	0.0	não	0.0	não	0.0	não
1	1961-01-02	14.46	não	0.0	não	26.3	não	0.0	não	0.0	não	3.91	não
