	data	tMin	tMin Estimada	tMed	tMed Estimada	tMax	tMax Estimada	urMin	urMin Estimada	urMax	urMax Estimada	precipitacao	precipitacao Estimada
0	1961-01-01	17.78	não	0.0	não	24.73	não	0.0	não	0.0	não	24.23	não
1	1961-01-02	17.08	não	0.0	não	25.46	não	0.0	não	0.0	não	3.95	não
