	data	tMin	tMin Estimada	tMed	tMed Estimada	tMax	tMax Estimada	urMin	urMin Estimada	urMax	urMax Estimada	precipitacao	precipitacao Estimada
0	1961-01-01	11.28	não	0.0	não	21.32	não	0.0	não	0.0	não	1.42	não
1	1961-01-02	11.85	não	0.0	não	22.81	não	0.0	não	0.0	não	2.31	não
