	data	tMin	tMin Estimada	tMed	tMed Estimada	tMax	tMax Estimada	urMin	urMin Estimada	urMax	urMax Estimada	precipitacao	precipitacao Estimada
0	1961-01-01	11.28	não	0.0	não	22.27	não	0.0	não	0.0	não	1.8	não
1	1961-01-02	11.82	não	0.0	não	23.73	não	0.0	não	0.0	não	0.84	não
