	data	tMin	tMin Estimada	tMed	tMed Estimada	tMax	tMax Estimada	urMin	urMin Estimada	urMax	urMax Estimada	precipitacao	precipitacao Estimada
0	1961-01-01	18.51	não	0.0	não	24.02	não	0.0	não	0.0	não	18.44	não
1	1961-01-02	17.95	não	0.0	não	25.6	não	0.0	não	0.0	não	8.52	não
