	data	tMin	tMin Estimada	tMed	tMed Estimada	tMax	tMax Estimada	urMin	urMin Estimada	urMax	urMax Estimada	precipitacao	precipitacao Estimada
0	1961-01-01	17.14	não	0.0	não	25.29	não	0.0	não	0.0	não	3.72	não
1	1961-01-02	16.62	não	0.0	não	25.01	não	0.0	não	0.0	não	0.93	não
