	data	tMin	tMin Estimada	tMed	tMed Estimada	tMax	tMax Estimada	urMin	urMin Estimada	urMax	urMax Estimada	precipitacao	precipitacao Estimada
0	1961-01-01	15.35	não	0.0	não	24.57	não	0.0	não	0.0	não	8.5	não
1	1961-01-02	14.79	não	0.0	não	25.1	não	0.0	não	0.0	não	0.59	não
