	data	tMin	tMin Estimada	tMed	tMed Estimada	tMax	tMax Estimada	urMin	urMin Estimada	urMax	urMax Estimada	precipitacao	precipitacao Estimada
0	1961-01-01	15.44	não	0.0	não	27.02	não	0.0	não	0.0	não	0.0	não
1	1961-01-02	15.39	não	0.0	não	27.01	não	0.0	não	0.0	não	2.09	não
