	data	tMin	tMin Estimada	tMed	tMed Estimada	tMax	tMax Estimada	urMin	urMin Estimada	urMax	urMax Estimada	precipitacao	precipitacao Estimada
0	1961-01-01	16.21	não	0.0	não	26.6	não	0.0	não	0.0	não	0.0	não
1	1961-01-02	16.31	não	0.0	não	27.16	não	0.0	não	0.0	não	0.0	não
