	data	tMin	tMin Estimada	tMed	tMed Estimada	tMax	tMax Estimada	urMin	urMin Estimada	urMax	urMax Estimada	precipitacao	precipitacao Estimada
0	1961-01-01	15.32	não	0.0	não	24.58	não	0.0	não	0.0	não	4.03	não
1	1961-01-02	15.44	não	0.0	não	25.72	não	0.0	não	0.0	não	0.95	não
