	data	tMin	tMin Estimada	tMed	tMed Estimada	tMax	tMax Estimada	urMin	urMin Estimada	urMax	urMax Estimada	precipitacao	precipitacao Estimada
0	1961-01-01	18.25	não	0.0	não	28.84	não	0.0	não	0.0	não	0.0	não
1	1961-01-02	18.83	não	0.0	não	27.47	não	0.0	não	0.0	não	0.12	não
