	data	tMin	tMin Estimada	tMed	tMed Estimada	tMax	tMax Estimada	urMin	urMin Estimada	urMax	urMax Estimada	precipitacao	precipitacao Estimada
0	1961-01-01	16.34	não	0.0	não	26.01	não	0.0	não	0.0	não	4.81	não
1	1961-01-02	15.39	não	0.0	não	26.4	não	0.0	não	0.0	não	0.18	não
