	data	tMin	tMin Estimada	tMed	tMed Estimada	tMax	tMax Estimada	urMin	urMin Estimada	urMax	urMax Estimada	precipitacao	precipitacao Estimada
0	1961-01-01	16.19	não	0.0	não	25.7	não	0.0	não	0.0	não	3.8	não
1	1961-01-02	15.57	não	0.0	não	26.35	não	0.0	não	0.0	não	0.83	não
