	data	tMin	tMin Estimada	tMed	tMed Estimada	tMax	tMax Estimada	urMin	urMin Estimada	urMax	urMax Estimada	precipitacao	precipitacao Estimada
0	1961-01-01	14.62	não	0.0	não	25.01	não	0.0	não	0.0	não	2.46	não
1	1961-01-02	14.52	não	0.0	não	25.54	não	0.0	não	0.0	não	0.01	não
