	data	tMin	tMin Estimada	tMed	tMed Estimada	tMax	tMax Estimada	urMin	urMin Estimada	urMax	urMax Estimada	precipitacao	precipitacao Estimada
0	1961-01-01	16.04	não	0.0	não	27.08	não	0.0	não	0.0	não	0.0	não
1	1961-01-02	15.78	não	0.0	não	27.35	não	0.0	não	0.0	não	0.73	não
