	data	tMin	tMin Estimada	tMed	tMed Estimada	tMax	tMax Estimada	urMin	urMin Estimada	urMax	urMax Estimada	precipitacao	precipitacao Estimada
0	1961-01-01	15.82	não	0.0	não	27.21	não	0.0	não	0.0	não	0.0	não
1	1961-01-02	15.96	não	0.0	não	26.82	não	0.0	não	0.0	não	6.59	não
