	data	tMin	tMin Estimada	tMed	tMed Estimada	tMax	tMax Estimada	urMin	urMin Estimada	urMax	urMax Estimada	precipitacao	precipitacao Estimada
0	1961-01-01	12.61	não	0.0	não	24.8	não	0.0	não	0.0	não	0.36	não
1	1961-01-02	12.85	não	0.0	não	24.63	não	0.0	não	0.0	não	2.7	não
