	data	tMin	tMin Estimada	tMed	tMed Estimada	tMax	tMax Estimada	urMin	urMin Estimada	urMax	urMax Estimada	precipitacao	precipitacao Estimada
0	1961-01-01	18.45	não	0.0	não	23.0	não	0.0	não	0.0	não	38.94	não
1	1961-01-02	16.99	não	0.0	não	23.46	não	0.0	não	0.0	não	19.09	não
