	data	tMin	tMin Estimada	tMed	tMed Estimada	tMax	tMax Estimada	urMin	urMin Estimada	urMax	urMax Estimada	precipitacao	precipitacao Estimada
0	1961-01-01	19.0	não	0.0	não	27.42	não	0.0	não	0.0	não	16.01	não
1	1961-01-02	18.41	não	0.0	não	26.25	não	0.0	não	0.0	não	3.43	não
