	data	tMin	tMin Estimada	tMed	tMed Estimada	tMax	tMax Estimada	urMin	urMin Estimada	urMax	urMax Estimada	precipitacao	precipitacao Estimada
0	1961-01-01	14.1	não	0.0	não	25.62	não	0.0	não	0.0	não	0.0	não
1	1961-01-02	13.44	não	0.0	não	25.26	não	0.0	não	0.0	não	2.95	não
